[00:00:00] 呃我们会在期末考试之前再安排一次答疑
[00:50:21] 还是那些什么同步
[00:50:23] 互斥
[00:50:24] 这个共享内存
[00:50:25] 内存模型啊这些最基本的概念
[00:50:27] 然后去理解今天呃在这个数据中心
[00:50:30] 在GPU里面发生的
[00:50:32] 这些呃最热的事情就是并发的部分
[00:50:36] 然后并发完了以后
[00:50:38] 我们还有一个呃很重要的也是操作系统的功能
[00:50:42] 就是管理IO设备
[00:50:44] 我从这个LED灯开始
[00:50:45] 从写一个核弹发射器的这个设备驱动程序开始
[00:50:49] 我们的一个设备设备驱动程序
[00:50:52] 就是把一个设备
[00:50:54] 它设备有好多的寄存器
[00:50:55] 有有有status
[00:50:57] 有有data
[00:50:59] 然后你可以控制它
[00:51:00] 然后把这样的一个设备的接口
[00:51:03] 能够放到操作系统里面
[00:51:06] 比如说对LINUX来说就是一个struct file operations
[00:51:09] Ever everything is a fire
[00:51:10] 所以你能把任何一个设备
[00:51:11] 实现成一个文件的接口
[00:51:13] 它就可以接入到我们的文件系统里面
[00:51:16] 我们也写过这样的呃设备驱动程序
[00:51:18] 那有有有这样的呃灯
[00:51:21] 然后有呃磁盘
[00:51:23] 然后有各种各样的呃设备
[00:51:27] webcam
[00:51:28] 我们还有讲过web
[00:51:29] webcam
[00:51:30] 然后再在这个基础上
[00:51:32] 我们构建了持久化的存储设备
[00:51:35] NVME的SSD
[00:51:36] 我讲了一个一个bit怎么存储
[00:51:38] 从给大家展示看过一些老旧的老旧的设备
[00:51:42] 包括那个存盘按钮的那个吉祥物的软盘
[00:51:45] 然后在这个persistence上面
[00:51:47] 然后我们的操系统课又变成了一个数据结构课
[00:51:51] 还记得我讲最后讲那个呃文件系统的时候
[00:51:55] 其实我的视角又变成了
[00:51:57] 你现在有一个BLODEVICE
[00:52:00] 它是按快访问的
[00:52:02] 每次读写就是一整块的这样的一个设备
[00:52:06] 然后你你就需要在这个上面实现一个数据结构
[00:52:09] 然后数据结构里面有很多有意思的
[00:52:12] 经典的思路
[00:52:13] 比如说pandon only
[00:52:15] 我可以用append only的方式加上random read
[00:52:19] 去实现任何一种数据结构
[00:52:22] 而且我甚至可以用这种方式来实现crash
[00:52:24] Safety
[00:52:25] 然后在这里面有一些技巧
[00:52:27] 然后有一些实现的啊细节
[00:52:29] 你们可能需要花一点时间去了解一下
[00:52:31] 你就知道
[00:52:32] 呃我们不仅可以在这样的快设备上
[00:52:36] 做出一个文件系统
[00:52:37] 而因为文件系统本身
[00:52:39] 它遵循操作系统这套API的规范
[00:52:43] 所以这个文件系统也可以是虚拟出来的
[00:52:46] 我只要它能够满足这个文件和目录的API
[00:52:49] 我完全可以像over类FS一样
[00:52:51] 把一层一层一层的文件系统给叠起来
[00:52:53] 然后我也可以像fuse一样
[00:52:55] 我可以完全写一个自己的文件系统的驱动
[00:52:57] 还记得我有一个gal game fs
[00:53:00] 有一个gap game fs
[00:53:01] 我可以可以在文件系统当中创建一部分
[00:53:05] 然后
[00:53:06] 这个文件系统里面的文件是我虚拟出来的
[00:53:09] 然后但是它依然遵循文件的呃规范
[00:53:12] 这样我就可以在文件系统里面玩玩高game了
[00:53:15] 当然还有一个例例子
[00:53:16] 是我用符号链接构建了一个啊gin对吧好
[00:53:20] 这基本上就是我我的这一门课讲的
[00:53:24] 所有的技术性的问题
[00:53:25] 然后这个技术性的问题回来
[00:53:28] 其实操作系统讲systems
[00:53:31] 里面有一个关键词
[00:53:33] 你有一个感受
[00:53:34] 就是我们其实讲了很多的抽象操作系统
[00:53:38] 世界底下的硬件是非常复杂的
[00:53:40] 但是当你有了一个好的抽象
[00:53:43] 以后你就通通你的应用程序
[00:53:45] 只要看到这个system cos
[00:53:47] 他就不用看到这个硬件的复杂性
[00:53:49] 或者说在绝大部分时候都不需要看到了
[00:53:51] 硬件的复杂性没有消失
[00:53:53] 就像I/O control这样的接口
[00:53:55] 依然是非常的复杂
[00:53:56] 它没有消失
[00:53:57] 但是我们可以在绝大部分时候都
[00:53:59] 工作在一个非常干净的模型上
[00:54:02] 以程序员开发者的心智就降低了
[00:54:04] 大语言模型开发的性质也降低了
[00:54:07] 那bug就减少了
[00:54:08] 你就可以去开发出更好的软件
[00:54:10] 那就是这样
[00:54:11] 你看到中间的各个部分
[00:54:13] 比如说存储设备的抽象文件
[00:54:16] 系统的抽象
[00:54:17] 并发程序编程模型的抽象
[00:54:19] 这每一层都是一个
[00:54:21] 我要屏蔽底下一个非常复杂的东西
[00:54:24] 并且我希望把底下的能力
[00:54:26] 尽可能的还要暴露给上面
[00:54:28] 我的程序去去使用它
[00:54:30] 然后这个主题其实操作系统里面不断的不断的
[00:54:33] 不断的呃去重复的
[00:54:35] 然后这个就是我们所说的systems
[00:54:37] 当你如果我是从top down
[00:54:39] 我帅我们要做一个什么样的抽象的时候
[00:54:41] 其实这是不对的
[00:54:43] 我们总是从永远是从应用程序的需求出发
[00:54:46] 程序员会犯错的
[00:54:47] 然后讲讲concurrency的时候
[00:54:49] 程序员一定会犯错的
[00:54:50] 所以我们怎么样做一个更好的并发编程的模型
[00:54:55] 使我们能够很容易地写并发程序
[00:54:58] 所以你看到了我们讲的KDA
[00:55:00] 讲的这种go里面的这个并发模型
[00:55:02] 这些一层一层的啊抽象
[00:55:05] OK基本上如果你能顺下来
[00:55:07] 把这里面的技术性的内容
[00:55:09] 觉得理解的比较好了
[00:55:10] 那你完全就可以去考试了
[00:55:12] 呃不用担心好
[00:55:15] 那是技术性的回顾
[00:55:17] 然后还有一些这个呃非技术性的回顾
[00:55:20] 就是我来我也回顾一下我上课的这个感受
[00:55:24] 首先我自己觉得上操作系统课给我带来的意义
[00:55:28] 就是teaching is a powerful toward to learn
[00:55:30] 就是其实呃我每一年上操作系统课的时候
[00:55:34] 我我我都带着这样的一个想法
[00:55:36] 就是呃可能我自己从一开始从因为我已经上
[00:55:40] 这是第9年的
[00:55:41] 我第9年上操修课了
[00:55:42] 呃我会说
[00:55:44] 可能也许我之前所有的讲法和理解都错了
[00:55:47] 也许可以有一个更好的讲法
[00:55:49] 所以你你如果再对比的话
[00:55:50] 我每一年都会和上一年的
[00:55:53] 讲法都会有一点不同
[00:55:54] 而且应该大部分的部分
[00:55:56] 可能有有地方是开倒车的
[00:55:57] 可能退步了
[00:55:58] 但是相当多的地方应该是有呃有进步的
[00:56:01] 然后再在这个过程当中
[00:56:03] 其实我一直都有很有意思的新的想法出现
[00:56:07] 比如说去年的时候
[00:56:08] 我们有一个想法
[00:56:09] 拿了那个去年UCAS的best student paper
[00:56:11] 然后呃大家也可以期待一下我们的下一份工作
[00:56:14] 现在是什么
[00:56:15] 我不能说
[00:56:16] 但是呃等我们release了以后
[00:56:19] 你会发现我在操作系统课上讲过它很有意思
[00:56:22] 我讲过他对
[00:56:23] 然后可以在这学期的课程里面找到
[00:56:26] 找到他的呃影子
[00:56:28] 所以这是我觉得上上操作系统课的一个
[00:56:31] 对我来说很重要的意义
[00:56:33] 而更重要的可能
[00:56:34] 我在这门课上面想要传达一个philosophy吧
[00:56:38] 可能是philosophy是
[00:56:40] 你们你们其实活在一个一直变化的时代里面的
[00:56:44] 这也是我上课讲过的例子吧
[00:56:45] 我们说呃讲scaling law的时候
[00:56:48] 你们可能可能不太记得了
[00:56:49] 因为这是一个off topic的
[00:56:52] lecture
[00:56:53] 我讲那个加里卡斯帕帕罗夫被深蓝击败的时候
[00:56:57] 第1997年迪布鲁深蓝击败的时候
[00:57:00] 大家看到的一个scaling law
[00:57:01] 就说从大概这个是1985对
[00:57:05] 大概是1985
[00:57:05] 1985在在这里
[00:57:07] 这1985年的时候
[00:57:08] 随着算力的增长
[00:57:10] 这个象棋的rating就在
[00:57:12] 就计算机象棋的能力就在稳步的
[00:57:15] 你看这是一个非常非常稳步的曲线
[00:57:17] 然后它几乎是和摩尔定律
[00:57:19] 就是跟摩尔定律一起一起往上涨的
[00:57:22] 当然在在后来在他们当时要做深蓝的时候
[00:57:26] 他们投入了大量的资源
[00:57:28] 所以算法也有一定的进步
[00:57:30] 然后算力因为它是硬件的
[00:57:31] 下棋电路加上超级计算机
[00:57:33] 所以所以有一个比较大的台阶向上
[00:57:35] 然后就击败了人类的呃世界冠军
[00:57:38] 然后再再到后来
[00:57:39] 我们到有了阿尔法go以后
[00:57:41] 有了moon color tree search
[00:57:42] 有了深度神经网络以后
[00:57:43] 他又呃就就把人类打的已经
[00:57:46] 我不知道你们有没有同学
[00:57:48] 是在业余时间会喜欢下一些象棋
[00:57:51] 然后现在这个象棋的AI已经统治了
[00:57:55] 这个业余的这个互联网象棋了
[00:57:58] 然后这样的故事不断的在在发生
[00:58:02] 哎呀这个这个图黑了
[00:58:03] 这是这是存储设备
[00:58:05] 存储设备里的skin log
[00:58:08] 也说随着我们时间的增长
[00:58:10] 大家会预测
[00:58:11] 总有一天我们的storage device
[00:58:14] 它是也是一个指数的scale
[00:58:16] 它能够存下互联网上所有的内容
[00:58:18] 所以google就不是偶然的
[00:58:20] 这是这也是一个
[00:58:22] 我就是一个skin了
[00:58:23] 然后英特尔和NVIDIA更不是偶然的
[00:58:26] 英特尔的1968年
[00:58:28] 摩尔定律
[00:58:29] 然后再到这个NVIDIA
[00:58:31] 你每当一个新的应用需求出现的时候
[00:58:36] 不管这种需求不可能像那个下棋
[00:58:38] 纯粹就是一个兴趣
[00:58:40] 呃大家觉得诶我们能不能挑战一下
[00:58:42] 下象棋这个很难的事情
[00:58:44] 我们能不能让CPU变得更好
[00:58:47] 每当这样的指数级的这种scaling出现的时候
[00:58:52] 出现的时候
[00:58:52] 就意味着
[00:58:54] 可能我们的世界要或者至少是一个领域
[00:58:57] 要发生一次翻天覆地的变化
[00:58:59] 呃当CPU的这个scaling你觉得不够的时候
[00:59:02] 就有了绿色的GPU的这个GPU的算力
[00:59:07] 然后当GPU
[00:59:08] 大家发现GPU可以用来做人工智能的时候
[00:59:11] 然后这是上面是这个GPU的AI obs
[00:59:14] AI ops的这个scaling
[00:59:16] 这是一个非常可怕
[00:59:17] 这是这是一个对数的坐标
[00:59:19] 这是一个对数坐标
[00:59:20] 你看起来他是一一条直线
[00:59:22] 你你觉得没有感觉
[00:59:23] 但这是一个指数级的增长
[00:59:25] 这是一个多么可怕的呃事情
[00:59:27] 然后以及这个这个图
[00:59:30] TECHLPAPER里面的scaling law
[00:59:32] 你你知道的是呃大圆模型可以scale
[00:59:35] 然后这里有很多有意思的嗯观察
[00:59:38] 比如说呃大圆模型的参数量
[00:59:41] 其实就训练用的偷最佳的训练量
[00:59:44] 用的token和参数量之间
[00:59:46] 那个比值不是几万几百几千
[00:59:49] 而是可能几十
[00:59:51] 也就是说这个大圆模型应该是几乎记住了
[00:59:54] 训练数据
[00:59:54] 就理想情况下应该能够记住训练数据里面
[00:59:57] 几乎所有的东西
[00:59:58] 这才是比较理想的一个呃收敛的
[01:00:02] 收敛的位置
[01:00:04] OK这些都不是偶然的
[01:00:05] 所以嗯可能啊可能呃对我我在上课的时候
[01:00:10] 更多的
[01:00:11] 希望大家呃通过一些例子来从课堂上面的
[01:00:16] 这些就是操作系统里面具体的是什么进程
[01:00:19] 文件
[01:00:20] 文件描述符
[01:00:21] 这些呃你们能看到一些这种思考问题的
[01:00:25] First principles
[01:00:25] 就这个世界上本质上是有是有规律的
[01:00:29] 虽然可能我们每一个人都没有办法
[01:00:31] 很好的理解所有的规律
[01:00:33] 但是我可能尽可能希望希望向大家传递一个
[01:00:36] 呃message
[01:00:37] 是你们也许可以在学习的过程中
[01:00:40] 慢慢有一天就体会到
[01:00:42] 原来这个世界是是有规律的
[01:00:45] 是就你可以在一个萌芽的时候
[01:00:48] 就通过first principles
[01:00:49] 从一些好的想法能够看到未来会呃会发生
[01:00:53] 会发生什么
[01:00:54] 然后在操作系统课里面
[01:00:55] 其实我真正教会大家是从需求出发去解构问题
[01:01:00] 当我们呃讲操作系统的时候
[01:01:02] 其实讲的是应用程序
[01:01:04] 操作系统归根结底还是为应用程序服务的
[01:01:07] 那我们问的问题就是应用程序到底想要什么
[01:01:10] 操作系统
[01:01:11] 想要怎么给
[01:01:12] 然后操作系统给了这个东西以后
[01:01:14] 有没有还有什么其他的用法
[01:01:17] 然后你回头带着这个想法再去想一遍
[01:01:20] 我上课的时候的这些案例
[01:01:22] 你会发现呃确实操作系统里面的每一个API
[01:01:27] 每一个机制都是从这样的应用程序的需求
[01:01:31] 触发的
[01:01:31] 所以你其实只要记得应用程序要有什么
[01:01:34] 该有什么
[01:01:35] 这个其实不需要很多很大的MARY就能记住
[01:01:39] 然后记住完了以后
[01:01:39] 你剩下都是可以通过推理的方式
[01:01:42] 哎如果我应用需要加载一个二进制文件的话
[01:01:46] 我又知道它的地址空间是这样
[01:01:48] 那我就希望我的可执行文件是一个数据结构
[01:01:52] 这个数据结构里应该有什么呢
[01:01:54] 你自己就可以1.1.1.1点
[01:01:56] 把今天的这个地进程
[01:01:59] 地址空间里面该有的东西
[01:02:00] 和ERF文件里面该有的东西给
[01:02:02] 给推导出来
[01:02:03] 比如说我再给你一个提示
[01:02:05] 我希望实现动态的链接和加载
[01:02:07] 在这个应用需求的驱动下
[01:02:09] 你就可以知道这个未来会就
[01:02:12] 操作系统会发生什么
[01:02:13] 然后你们其实真正训练的
[01:02:15] 不是去记住好多好多的这种操作系统
[01:02:18] 里面的facts
[01:02:19] 而是你能把这个操作系统就记得是那几个
[01:02:21] 最重要的
[01:02:23] Key d s
[01:02:24] 然后你剩下的东西
[01:02:25] 你可以自己把它还原推导出来
[01:02:27] 这个过程你们可以自己要在家可能要多做几遍
[01:02:31] 就就是呃你知道比如说老师上课的时候
[01:02:34] 讲过一个呃操系统有个什么机制
[01:02:36] 然后这个机制他的出发点是什么好
[01:02:38] 那接下来你会把这个东西redesign1遍
[01:02:41] 如果是让你来设计
[01:02:42] 我会设计成什么样
[01:02:43] 回过头来你再看一下
[01:02:44] 操作系统的设计者是怎么设计的
[01:02:46] 做一个对照
[01:02:47] 然后纠正你这个chain of s
[01:02:48] 有点像那个大模型
[01:02:49] 那个你打开d pk的深度思考模式
[01:02:52] 你就可以看它呃不断的向后吐
[01:02:54] 这个思考的过程
[01:02:56] 有点像你你自己有一个这样的呃思考的过程
[01:02:59] 然后你在这个时代当中
[01:03:00] 你你慢慢的你会发现你就可以去
[01:03:03] 你可以去想一想
[01:03:06] 我们现在在哪里
[01:03:07] 我们现在在哪里
[01:03:09] 我们的几个scale未来会发生什么
[01:03:12] 你就会有有一些有意思的这个呃全新的发现
[01:03:17] 再再举一个例子就是啊我我可能会问
[01:03:20] 可能会问
[01:03:21] 比如说我在面试的时候会问他们什么是
[01:03:24] 什么是git
[01:03:25] 然后如果你你想要回答这个问题
[01:03:27] 你你不需要去记忆当中
[01:03:30] 去搜索那个里面所有细碎的你用过的那些git common
[01:03:34] 你应该想的是git到底是用来干嘛的
[01:03:38] 它到底解决一个什么样的问题
[01:03:41] 它解决问题就是第一我们有好多开发者
[01:03:44] 每个开发者都要在本地开发
[01:03:46] 开发者和开发者之间还要这个同步
[01:03:51] 那多版本的管理这个问题应该怎么做
[01:03:55] 然后怎么做呢
[01:03:56] 它有几个最重要的观察
[01:03:57] 它是一个管理文件系统
[01:03:59] 快照的数据结构
[01:04:01] git相比于你们没有用SVN
[01:04:03] SVN里面存储的是DIF
[01:04:05] 好看
[01:04:06] 听起来很高效
[01:04:07] 但是你如果想要去下载某一个版本
[01:04:10] 那你就惨了
[01:04:11] 你就得从一个快照版本开始
[01:04:13] 不停的打patch
[01:04:14] 打patch
[01:04:15] 打patch
[01:04:15] 打patch
[01:04:16] 打patch
[01:04:16] 打patch
[01:04:17] 他知道这个时间点
[01:04:18] 你才知道终于知道我现在版本是什么
[01:04:20] 而且版本的回退啊等等都非常的复杂
[01:04:23] 所以get就做了一个
[01:04:24] 我就是管文件系统快照的数据结构
[01:04:27] 我很简单
[01:04:28] 它有tree of blobs
[01:04:30] 他有好多个文件系统的数
[01:04:31] 然后提交和提交之间
[01:04:34] 自然而然的形成一个commit的有向无环图
[01:04:37] 然后在这个数据结构上
[01:04:39] 你就把它变成一个数据结构问题
[01:04:41] 就可以非常自然地从需求推导出
[01:04:44] 像brunch
[01:04:45] stash
[01:04:46] walk tree
[01:04:47] 这个我上课的时候讲过的
[01:04:48] 你自己从零开始推一遍
[01:04:50] 如果让你自己设计一个agent好用的
[01:04:53] Get it
[01:04:54] 你自己就能发发明这个VOTREE
[01:04:56] 你自己发明过一次
[01:04:57] 你就不会忘记它了
[01:04:58] 就或者说你就算是忘了
[01:05:00] 在下一次你想到这个需求的时候
[01:05:02] 你还可以再发明一遍
[01:05:03] 这就相当于是把
[01:05:05] 把这个东西真正的啊理解了
[01:05:09] 所以只要有有有概念
[01:05:10] 你就不需要去做那种无意义的呃肌肉记忆
[01:05:14] 但是又另外一个角度
[01:05:16] 可能你你也很难在不肌肉记忆的情况下
[01:05:19] 形成理解
[01:05:20] 所以呃比如说在AI的时代到底应该怎么样
[01:05:24] 训练自己
[01:05:25] 你们对自己的要求在在在哪里
[01:05:27] 嗯可能这个就需要每一个同学自己去
[01:05:30] 掌握了啊
[01:05:33] 因为每一个同学都可以直接用AI来完成作业
[01:05:36] 那你是选择逃课换自己的自由时间
[01:05:40] 还是选择对自己狠一点
[01:05:42] 去学一些更多的知识
[01:05:44] 这就是每一个同学自己的自己的选择
[01:05:46] 因为我觉得就就是你到你到考试的时候
[01:05:49] 你就很慌
[01:05:50] 因为你这一整个学期都是AI帮你写的作业
[01:05:52] 有一个笑话说
[01:05:53] 现在老师用AI出题
[01:05:55] 学生用AI写作业
[01:05:57] 然后唯一没有得到训练的实际上是学生
[01:06:01] 我我不知道大家怎么看
[01:06:03] 怎么看这个现象
[01:06:04] 但是呃我希望大家依然是觉得
[01:06:08] 既然你在这样的一个变化的时代里
[01:06:10] 在一个这样的时代里面
[01:06:11] 嗯也许你是可以做一些不一样的事情
[01:06:14] 所以你还是想要push
[01:06:17] push自己去去学习的
[01:06:19] 对啊好
[01:06:20] 这是这是过去
[01:06:22] 然后哦未来会发生什么呢
[01:06:26] 未来会发生什么呢
[01:06:27] 我觉得我有一个我有一直有一个观点
[01:06:29] 就是大学和人类其实都很危险
[01:06:32] 因为大语言模型的skin law呃是真实存在的
[01:06:38] 这个是去年老黄
[01:06:40] 在在发布会上的图
[01:06:43] 我们的大圆模型可以在pretrain time scaling
[01:06:45] 也就是说你有预训练阶段
[01:06:47] 你有更多的数据
[01:06:48] 更好的书
[01:06:48] 所以据说这个ANTHROPY干了一件很坏的事
[01:06:51] 他买了很多的绝版书
[01:06:52] 然后把绝版书作为语料去训练他的基模
[01:06:54] 然后再把这个书烧了
[01:06:56] 然后这样你就没有人没有竞争对手
[01:06:58] 可以得到同样好的语料
[01:07:00] 他的筋膜就做不
[01:07:01] 做不过它
[01:07:02] 然后在在预训练阶段
[01:07:04] 可以scale
[01:07:05] 然后更好的预训练模型
[01:07:07] 在后训练阶段又可以有更好的呃提高
[01:07:10] 有点像什么呢
[01:07:11] 我们你们上高中的时候就是预训练
[01:07:14] 然后你们上了大学以后就会往一个方向去微调
[01:07:17] 就是你们的每一个高中生
[01:07:19] 你毕业的时候
[01:07:20] 你都是一个对每一个学科都有一些浅浅的认识
[01:07:24] 但是你们又有很好的
[01:07:26] 比如说学习动机
[01:07:27] 可能没有很好的学习动机
[01:07:28] 但我觉得至少你们高中毕业来到大学的时候
[01:07:31] 应该都是充满向往的
[01:07:33] 就是你终于自由了
[01:07:34] 终于从从一个非常困难的禁地里面解放出来
[01:07:39] 解放出来以后
[01:07:40] OK那你应该可以做一件大事
[01:07:42] 这是你进入了呃后训练的阶段
[01:07:45] 然后像ANTHROPIC是怎么在代码上取得成功呢
[01:07:49] 就是因为他很早就发现
[01:07:51] 代码是一个有非常强的监督
[01:07:54] 学习反馈信号的东西
[01:07:55] 也就是说如果你不能判定你做的好不好
[01:08:01] 但一旦你有一把尺子
[01:08:03] 有一个人老师来了
[01:08:04] 这个老师来了
[01:08:05] 你你只要做的不好
[01:08:06] 他就揍你
[01:08:07] 做得好
[01:08:08] 他就奖励你
[01:08:08] 你慢慢就能做得更好
[01:08:11] 你就你就能学到这个老师的这个呃pattern
[01:08:15] 你学到这个老师的Python
[01:08:16] 实际上你不就是智力就就提高
[01:08:18] 然后他发现在有反馈信号的
[01:08:20] 明确的反馈信号的地方
[01:08:22] 就可以把基础模型的能力在提高
[01:08:25] 所以相当于是这个PRETRAINING的scaling
[01:08:27] 是GP4这个时代大家发现的
[01:08:30] 然后post train的时候就是GP的o one
[01:08:32] 然后到这个ANTHROPIC的模型
[01:08:35] 发现的
[01:08:35] 然后但是但是这还没完
[01:08:38] 还有test time game
[01:08:41] o one你可以通过让他你你可以选一个给模型
[01:08:45] 选一个这个efforts
[01:08:47] 就recently efforts
[01:08:48] 他就可以不停的
[01:08:49] 他做完了以后再可以检查一遍
[01:08:51] 再可以检查一遍
[01:08:52] 再可以检查一遍
[01:08:53] 你们在中学的时候其实学过这个技能
[01:08:56] 做完一个题以后
[01:08:57] 马上快速的回看一下有没有明显的错误
[01:09:00] 没有就再继续
[01:09:02] 你们都学过这个
[01:09:03] 这个技能chan sot的
[01:09:05] Reasoning
[01:09:06] 但是但是实际上test time scaling的
[01:09:11] 上限我们其实还没有摸到
[01:09:14] 刚才我今天一开始的时候
[01:09:16] 其实给大家展示了一个test time scaling的例子
[01:09:19] 就是我说我让AI给我出一套期末考试题吧
[01:09:22] 他给我出了一套
[01:09:24] 但如果我只要换一个prompt
[01:09:26] 我就可以让AI为我的每一每一个知识点
[01:09:30] 出一个期末考试题
[01:09:32] 我先让AI列出
[01:09:34] 我先让AI列举出操作系统里面的100个知识点
[01:09:37] 然后然后我再让AI帮我写一个脚本
[01:09:40] 对于for each
[01:09:41] 每一个知识点都调用一个cloud杠P除一个考试题
[01:09:46] 用同样的prompt
[01:09:47] 这就test time scale
[01:09:49] 然后当你做不出来这个数学题的时候
[01:09:52] 你你可以这样想
[01:09:54] 你你这个题做不出来
[01:09:55] 但不要紧
[01:09:56] 你有一本地球上所有人做过的数学题的合集
[01:10:00] 然后你可以写一个让AI写一个程序
[01:10:03] 去枚举这个题及里面的每一个题和他的解答
[01:10:07] 因为每题集里面是有解答的
[01:10:09] 然后你你就给人家一个prompt
[01:10:11] 说我现在有这个题不会做
[01:10:12] 你试一试
[01:10:14] 用这个题和题解能不能的思路
[01:10:16] 能不能解决这个题
[01:10:18] 然后你会发现这个世界上根本就没有新奇
[01:10:21] 你们有看过
[01:10:22] 你们想想你们在高三的时候
[01:10:24] 看那个最后总会要做一些比较难的
[01:10:26] 那个数学题的时候
[01:10:27] 你你去看那个数学题解析的时候
[01:10:30] 这个世界上是没有星体的
[01:10:32] 对就是这样的
[01:10:34] 所以这就意味着test time scalating
[01:10:35] 只要你有算力
[01:10:39] 所以所以我觉得我看到至少这点这点我看到了
[01:10:41] 就AGI迟早要来的
[01:10:43] 那下一个问题就是如果AGI要要来了
[01:10:47] 你们怎么办
[01:10:49] 就是你你再聪明
[01:10:50] 你能有这个呃cloud聪明吗
[01:10:53] 所以我其实也有一个一直以来我就有一个vision
[01:10:56] 而且这个vision随着我对AGI越来越相信
[01:10:59] 我觉得越来越越要迫近
[01:11:01] 就是这个老登们以以他们的方式去统治的大学
[01:11:05] 或者说统治的社会
[01:11:07] 将它会进入一个不平衡的状态
[01:11:10] 因为比如说如果给你配一个agent
[01:11:12] 配一个有这个test time scale的一个智能无线的agent
[01:11:16] 然后再补平你和老登之间的信息差
[01:11:19] 那么就意味着
[01:11:20] 你在任何一个方面都可以做的比老人更好
[01:11:22] 因为你你因为你会用微阵
[01:11:24] 他不会用
[01:11:25] 就这个就这个他他他没有办法享受
[01:11:28] 这个AGI的这个test time
[01:11:29] 可能那个产品还没有出来
[01:11:30] 他没办法享受到那个test time scale
[01:11:32] 所以所以你可以找到他说的每一句话
[01:11:35] 里面的错误漏洞
[01:11:36] 然后你可以反驳他
[01:11:37] 然后呃我不知道会会会发生什么
[01:11:41] 然
[01:11:41] 但我觉得一定是的是
[01:11:43] 你们呃我我我前面说了
[01:11:46] 可能你们的数字逻辑电路课
[01:11:47] 摧毁了你们对computer systems的呃信心
[01:11:50] 但是我觉得是总有一天
[01:11:51] 这个坐牢式的这种服从性的教学
[01:11:53] 会在scaling law底下呃崩塌
[01:11:56] 因为以前就比如说像像我我我从呃读书的时候
[01:12:01] 我是怎么觉醒的呢
[01:12:02] 我就是去看网上的公开课
[01:12:04] 去看
[01:12:05] 原来原来这个MIT的这个人可以上课上的
[01:12:08] 上的上的这么好
[01:12:10] 然后然后我就我就我就觉醒了
[01:12:12] 然后你们呃你们在未来你们可能不需要这样
[01:12:15] 因为因为我们有AGI
[01:12:17] 然后你它可以帮助你找到最适合你的那个
[01:12:21] 教学的方法
[01:12:22] 然后你你不需要去去用低效的一个服从性
[01:12:25] 考试的方式去呃去去接受知识
[01:12:28] 然后世界也会发生非常大的变化
[01:12:30] 呃你们的工作生活
[01:12:33] 交互的方式
[01:12:35] 在过去的一年里面
[01:12:36] 我们看到了太多呃我觉得极为惊艳的产品
[01:12:40] 比如说那个呃google的genus three
[01:12:42] 如果你们去看一下
[01:12:43] 它可以实时的生成场景
[01:12:45] 这件事情他的demo已经做出来了
[01:12:47] demo做出来就意味着一定有一天
[01:12:50] 这个就技术路线上没有本质的呃困难
[01:12:53] 然后也有一些有趣的
[01:12:54] 比如说如果我我毕竟我还是操作系统课的话
[01:12:56] 我想要给大家看一个有意思的操作系统
[01:13:00] Um
[01:13:01] So what i'm gonna show you today
[01:13:03] Could be pretty momentous
[01:13:05] So i need to start by putting it in slightly historical context
[01:13:09] All right
[01:13:09] So the human journey right
[01:13:12] We've come a long way
[01:13:13] Stone tools language and culture
[01:13:15] Mathematics
[01:13:16] Computing
[01:13:17] And these things are all quite good
[01:13:19] But i don't think we've really reached the pinnacle of
[01:13:22] What we could be as a species
[01:13:23] Yet or at least until what i'm about to show you
[01:13:26] Just now
[01:13:28] So i know you're probably all thinking like
[01:13:29] Oh is going to reinvent the whole software industry
[01:13:32] And we're not ready for all this
[01:13:33] I i know you've all had a lot of change to deal with
[01:13:36] Recently
[01:13:36] You know we've moved from this world
[01:13:38] Where humans wrcode into a world
[01:13:40] Where are ai writes code
[01:13:42] And i know that that probably feels like
[01:13:44] Quite a big deal to mark and scott
[01:13:46] But for a true visionary like myself
[01:13:49] I'm already thinking about where
[01:13:51] We're going next
[01:13:52] And in fact
[01:13:53] I'm already there
[01:13:54] So i'm going to show you
[01:13:55] And i need to introduce you to a completely new operating system
[01:13:59] That's going to change everything about
[01:14:01] How we work
[01:14:02] So vibe os
[01:14:06] It's the world's first completely
[01:14:08] Hallucinated operating system
[01:14:11] All right
[01:14:11] And i'm gonna show it to you right now
[01:14:13] So firstly it is a real operating system
[01:14:16] My cambooo it
[01:14:17] It's a vhdx file here at one point
[01:14:19] Three gigabytes could probably make it smaller
[01:14:22] I didn't bother um
[01:14:23] I could boot it on bare metal
[01:14:24] But i'm not going to gonna boot it in hyper v uh
[01:14:28] And so you will see that boot up
[01:14:29] Nice and fast
[01:14:30] It's very efficient
[01:14:31] And when that comes up
[01:14:33] You'll see
[01:14:33] It's got a beautiful user
[01:14:35] Interface that allows our user to be highly productive
[01:14:39] So here we go
[01:14:40] We're ready to get started with that
[01:14:42] It's a bit hard to see there
[01:14:43] So let's just switch to a full screen view
[01:14:46] And um
[01:14:47] We're gonna start by
[01:14:49] Running a few of the applications that are built in here
[01:14:51] So we'll get some of the classics going
[01:14:54] So we'll have notepad
[01:14:55] We'll have calculator
[01:14:57] We'll have internet explorer and the thing
[01:15:00] That's unique here
[01:15:02] The thing that you will never have seen before is that in these applications
