[00:00:00] 上一周我们已经开始了并发
[00:48:11] 呃去check check点P吧
[00:48:14] 我会从标准输入里面读若干个字符
[00:48:19] 然后我看到左括号就加一
[00:48:21] 看到右括号就减一
[00:48:22] 然后我要判定的是我在任何时候
[00:48:25] 我的桌上的苹果的数量
[00:48:27] 都是都是正常的
[00:48:28] 就这样的一个简单的check就可以帮我们检查
[00:48:32] 至少我可以让它运行很长的时间
[00:48:35] check点
[00:48:36] 运行很长时间他都没有出问题
[00:48:38] 那我啊可以一定程度上认为这个程序
[00:48:42] 实现的是是有有一定正确性的
[00:48:45] 如果我我去用更小的
[00:48:48] 我说桌上只有一个苹果检查check1的话
[00:48:51] 他会给我给我报错
[00:48:53] 那就这就是生产者生产生产者消费者
[00:48:56] 当然我这里也给大家提供了
[00:48:58] 这种基于不断的尝试
[00:49:01] 也就是刚才我们说这种条件变量的写法
[00:49:03] 的一个呃原始的写法
[00:49:05] 就我们说我们在脑袋里面想这个问题的时候
[00:49:08] 都是把线程想象成人
[00:49:09] 然后我这个人要等到这个条件发生
[00:49:12] 等到这个条件发生
[00:49:13] 我就用一个while循环
[00:49:14] 或者用一个go to the retry的呃循环来
[00:49:17] 等到我的条件发生再再继续
[00:49:20] 但是条件变量我刚才说
[00:49:22] 我们是可以无脑的写个broadcast
[00:49:25] 然后这个程序就是对的
[00:49:26] 他你你不用担心
[00:49:27] 一点都不用担心它
[00:49:28] 它应该就是对的
[00:49:30] 但你们啊我觉得你们多多少少都会有个倾向
[00:49:32] 哎呀既然broadcast有点浪费
[00:49:35] 我还是用一个signal吧
[00:49:38] 那现在问题就来了
[00:49:40] 你把这里改成signal
[00:49:42] 对不对
[00:49:43] 比如说我们可以先去运行一下
[00:49:45] 我也给大家准备了一个对
[00:49:47] 我准备了一个signal的
[00:49:50] signal的版本
[00:49:52] 如果你你运行的话
[00:49:55] 看起来
[00:49:56] 比如说你你一个一个一个producer
[00:49:59] 一个consumer
[00:50:00] 它看起来还是对的
[00:50:01] 但是啊但是啊如果你如果你运行这个
[00:50:06] 比如说桌上可以放两个苹果
[00:50:09] 并且有两对的线程的话
[00:50:12] 你明显的会感觉到这个程序的输出错了
[00:50:15] 为什么
[00:50:17] 首先你可以通过测试来知道
[00:50:19] 这段代码确实是确实是不对的
[00:50:22] 两个区别
[00:50:22] 第一个区别是
[00:50:24] 这里的while循环改成了if的循环
[00:50:26] 因为你你认为这个衣服can can produce
[00:50:30] 出来以后你就不需要再检查
[00:50:32] 所以你并发有很多subtle的地方
[00:50:33] 你呃我给大家建议
[00:50:35] 就是你你reason about
[00:50:38] 这样的程序是np complete的
[00:50:40] 因为你像这个如果有两个限制
[00:50:42] 只有一个producer a consumer
[00:50:44] 他的行为其实是对的
[00:50:44] 他就会来回放行
[00:50:46] 但是呃如果你有两两对producer pro
[00:50:49] 两呃和consumer的时候
[00:50:51] 这就会有非常复杂的行为
[00:50:53] 所以你看我现在都翻车了
[00:50:54] 所以你们要做的事
[00:50:56] 记得我们有个万能的同步方法
[00:50:59] 就是这个你在任何时候都用while循环
[00:51:03] 去等同步条件的发生
[00:51:05] 然后一旦while循环退出的时候
[00:51:06] 你就可以大胆的断言
[00:51:08] 我刚才也写了
[00:51:09] 断言了
[00:51:09] 大胆的断言
[00:51:10] 这个同步条件在现在是满足的
[00:51:12] 并且我现在持有这把锁的
[00:51:13] 你这个时候就是绝对安全的
[00:51:15] 然后你在任何时候
[00:51:16] 别的条件可能满足的时候
[00:51:18] 你就可以用broadcast把所有人都的唤醒
[00:51:20] 这也是绝对安全的
[00:51:22] 所以这两个绝对安全的加在一起
[00:51:23] 就可以实现任何的呃任何的同步
[00:51:26] 那为什么我要推荐这种万能的方法呢
[00:51:28] 是因为你们在现实当中可能会遇到各种各样
[00:51:31] 奇怪非常奇怪的同步问题
[00:51:33] 比如这个同步问题
[00:51:34] 这个同步问题就是我在一次期中测验的时候
[00:51:39] 给大家的
[00:51:40] 问题它来自一个lead code的
[00:51:43] 一个原题
[00:51:44] 那个原题大概是是说
[00:51:46] 你要你要用原子去组成水分子
[00:51:48] 然后你有你有三种线程
[00:51:50] 你有两种线程都有很多
[00:51:52] 有一种线程会会释放一个呃氢原子
[00:51:56] 你有很多个可能有几十个这样的
[00:51:58] 释放一个氢原子的线程
[00:51:59] 然后你有你有一个
[00:52:01] 比如你可以释放两个氢原子
[00:52:02] 然后这时候你要释放一个氧原子
[00:52:04] 然后它就可以变成一个一个就它就变成一个水
[00:52:07] 就变成一个水分子
[00:52:09] 然后相当于你有好每个线程
[00:52:10] 就是一个机器会往外挤一个几个原子
[00:52:13] 然后然后你你必须要求的是
[00:52:15] 你可以你可以按照这个氢氢氧的顺序来来来挤
[00:52:19] 也可以先养清亲
[00:52:22] 或者HOH都都可以
[00:52:25] 但是如果一任何时候
[00:52:26] 一旦你有两个H了
[00:52:28] 你就不能再挤一个氢原子进去
[00:52:30] 你自己
[00:52:31] 不然就不是水了
[00:52:32] 他就要保证是相当于你一个缓冲区
[00:52:35] 他现在是这样的
[00:52:36] 相当于这个模型
[00:52:38] 你有你有两种东西
[00:52:39] 一种是苹果
[00:52:39] 一种是香蕉
[00:52:41] 香蕉画的不是特别好
[00:52:42] 有一种是苹果一一就一种线程是往桌上放苹果
[00:52:45] 一种线程是往桌上放香蕉
[00:52:47] 然后你要求是你你桌上必须必须是两个苹果
[00:52:52] 一个香蕉
[00:52:53] 然后拿走两个苹果
[00:52:54] 一个香蕉拿走这样这一个lead code的题
[00:52:57] 然后我把这个题
[00:52:59] 又变得更加呃变得更加麻烦了
[00:53:02] 说我们有三种线程
[00:53:04] 一种线程会打印一个左左尖括号
[00:53:07] 一种线程会打印一个右键括号
[00:53:09] 然后还有一种线程会打印一个下划线
[00:53:12] 然后这样你不就可以打打印出对
[00:53:14] 我就画了个鱼吗
[00:53:15] 用这个ask scot画了一个鱼
[00:53:17] 然后这个鱼这不就朝左边
[00:53:19] 这个鱼就是头朝左的鱼
[00:53:21] 还有一种是呃就还有一种头头朝右的语
[00:53:26] 大括号
[00:53:27] 右右右括号
[00:53:29] 左括号
[00:53:30] 右括号
[00:53:31] 打一个下划线
[00:53:32] 然后我就要求的是你你你每我有三种线程
[00:53:35] 你要同步这三种线程
[00:53:36] 一个是打左左尖括号的
[00:53:38] 一个是打右尖括号的
[00:53:39] 一个是打下划线的
[00:53:40] 你要同步它们
[00:53:42] 使用条件变量同步它们
[00:53:44] 然后如果你你用比如说像信号量啊那样
[00:53:46] 就我下节课要讲的那种比较经典的同步机制
[00:53:49] 它可能实现生产者
[00:53:50] 消费者比较容易
[00:53:51] 但是你就实现这种任何一个我人造出来
[00:53:54] 深造出来的同步问题就非常困难
[00:53:57] 但是你用条件变量的时候
[00:53:59] 你你只要问自己什么时候可以打印左尖括号
[00:54:04] 什么时候可以打印右尖括号
[00:54:06] 什么时候可以打印下划线诶
[00:54:09] 那什么时候呢
[00:54:10] 你需要一个全局的状态
[00:54:12] 所以解决这个问题
[00:54:14] 解决这个问题
[00:54:15] 一个奇怪的同步问题
[00:54:17] 看看起来比较比较麻烦
[00:54:19] 但是呢当我画一个状态机出来
[00:54:23] 你就会发现这个问题呃其实非常非常简单了
[00:54:28] 我们从A这个状态开始
[00:54:31] A这个状态
[00:54:31] 我们把这个状态机写一下
[00:54:33] A这个状态打一个左肩括号就可以到B状态
[00:54:37] A是不是相当于是初始状态
[00:54:39] 那我进入一旦进入了打左情况的
[00:54:42] 我就必须要打一个向左面向左的余
[00:54:45] 所以A到B到
[00:54:47] 那我B就要打一个这个右尖括号要到C
[00:54:53] 然后C打一个左尖括号到D
[00:54:57] 这就是一个向左的余
[00:54:59] 然后呢从A打一个右键括号
[00:55:01] 如果打出一个右键括号
[00:55:02] 它就会到E
[00:55:03] 然后那如果我打一个右键括号
[00:55:07] 我就要再打一个左
[00:55:08] 再打一个
[00:55:12] 有这样我我就一个头朝右的鱼
[00:55:15] 就按照ABCD
[00:55:17] 就打一个头朝左的
[00:55:19] 按照AEFD就打一个头朝右的
[00:55:23] 然后最后D打一个
[00:55:26] 这个就到A
[00:55:27] 然后整个系统就必须在这个状态
[00:55:30] 它是可以是不确定的
[00:55:31] 如果我现在这个系统处于A状态
[00:55:34] 我就可以选选择两两种线程都可以
[00:55:38] 都可以都可以选
[00:55:40] 打左进化
[00:55:40] 右右右键跨的都可以选
[00:55:42] 如果我让操作系统来选的话
[00:55:44] 它就可以相当于二元1/2的概率来选一个
[00:55:47] 呃朝向
[00:55:48] 然后选
[00:55:49] 但选完以后我就必须按照确定的顺序打
[00:55:52] 但打到D以后又要回要又要回来
[00:55:54] 所以我只需要在这个操作系统内部
[00:55:56] 维护这个状态机就行了
[00:55:57] 呃不是造系统
[00:55:58] 只要我程序里维护这个状态机啊就行了
[00:56:00] 因此我所我所写的这个代码
[00:56:03] 比如说我在打印任何一个字符之前
[00:56:06] 无脑的朝这个
[00:56:08] 当我的能够打印的条件不满足的时候
[00:56:12] 我就执行肯定是wait
[00:56:13] 当然我一旦进来以后
[00:56:14] 我会呃相当于我现在正在打印的
[00:56:17] 我要呃我我需要
[00:56:19] 我我任何时候只能保证有一个线程打印
[00:56:22] 所以我这个会有一个相当于相当于上一把锁
[00:56:25] 一样一个库塔减减
[00:56:26] 然后扩大扩大一开始是一
[00:56:28] 然后然后等到等到fish before返回的时候
[00:56:32] 我就可以把这个字符打印出来
[00:56:34] 打印出来以后
[00:56:34] Fish after fish after
[00:56:36] 我就会相应的呃更新我当前状态机的状态
[00:56:41] 我current等于next c h我更新
[00:56:43] 比如说我A打一个左滑
[00:56:44] 我就到BA打右滑
[00:56:45] 我就到E
[00:56:46] 我更新当前的呃状态
[00:56:48] 然后我做一个condition的broadcast
[00:56:50] 然后这个问题就解决了
[00:56:51] 你只需要的是
[00:56:53] 同步的条件是什么
[00:56:55] 是我当前的线程可以打印这个字符
[00:56:58] 然后当前线程可以打印字符的条件是什么
[00:57:00] 是我在当前的状态
[00:57:03] 我如果现在A我就可以打左括号
[00:57:06] 右括号
[00:57:06] 如果在B我就只能打右括号
[00:57:08] 如果我在C我就只能打做括号
[00:57:11] 然后我再D我就只能打印下划线
[00:57:14] 呃相当于是我当前状态的下一个字符
[00:57:17] 是是是我这个线程打印的字符
[00:57:21] 并且没有
[00:57:22] 现在没有别人在打印
[00:57:24] 只有一个人
[00:57:25] 只有一个人在打印好
[00:57:26] 这就是我能够打印的条件
[00:57:29] 那我把这个条件同步的条件想清楚
[00:57:31] 这个问题就直接解决了
[00:57:32] 然后他它就是对的
[00:57:39] 我打1000个哎
[00:57:41] 确实看到了
[00:57:43] 他打出了这样的OK
[00:57:48] 这就是我说的条件变量的
[00:57:49] 万是一种万能的同步方法
[00:57:52] 你你无论是遇到像生产者消费者这种
[00:57:55] 还是我说的那种h two o
[00:57:56] 它有一个你有一个桌子的模型
[00:57:59] 桌子上有苹果和香蕉
[00:58:00] 然后你要放两个苹果
[00:58:01] 一个香蕉那个条件
[00:58:02] 那就写出来就和生产者消费者是一样的
[00:58:05] 你只是你只是需要有一个香蕉的数量
[00:58:08] 和苹果的数量
[00:58:09] 还是这种就是更莫名其妙的无厘头的题目
[00:58:12] 你只要能够想清楚我一个线程
[00:58:15] 我作为一个县城
[00:58:16] 我作为一个人
[00:58:17] 我什么时候才能继续
[00:58:18] 然后你把这个东西无脑的写上去
[00:58:20] 你的这个系统实现就是啊就是正确的
[00:58:24] 当然了
[00:58:25] 当然了呃我们的条件变量
[00:58:29] 不是为了让大家去做这种无厘头的题目的
[00:58:31] 我只是我只是我不止这样的题目
[00:58:34] 只是让大家理解同步到底是怎么实现的
[00:58:39] 在在实际当中
[00:58:41] 在真实的你们做并发编程的时候
[00:58:43] 你大部分时候还是用生产者消费者这样的模型
[00:58:46] 以及有一个计算图的模型
[00:58:48] 你们都知道有向无环图这样的概念
[00:58:51] 呃tag一个tag有向无环图
[00:58:55] 你们在五有望环图上写过很多算法
[00:58:57] 什么拓扑
[00:58:58] 最近的就是拓扑排序
[00:58:59] 你们做过吧
[00:59:01] 做个托排序
[00:59:02] 一个一个有向无环图
[00:59:04] 然后再计算机的世界里面
[00:59:06] 这是一个非常非常重要的模型
[00:59:08] 为什么你们要学有有效文化图呢
[00:59:10] 因为这个模型是这样的
[00:59:11] 你可以把计算放在节点上
[00:59:14] 每一个一条边就是happens before the dependency
[00:59:17] 比如说我为了算
[00:59:20] 我为了算一个值
[00:59:22] 我需要先算素数表
[00:59:23] 然后我要算下一阶段值
[00:59:25] 我需要算这个值
[00:59:27] 我我们可以假假想的是你的计算任务在节点上
[00:59:30] 然后计算任务的节点可以任意的使用shared memory
[00:59:33] 可以可以分
[00:59:34] 可以使用别人算出来的
[00:59:35] 就过去所有算出来的结果他都可以算
[00:59:39] 然后一个边U到V的边
[00:59:41] U到V的边
[00:59:42] 就表示这个节点会实际上会用到这个节点
[00:59:45] 算出来的值
[00:59:46] 比如说你神经网络一层一层一层的推理
[00:59:49] 那下一层就依赖上一层的所有的
[00:59:52] 算出来的激活激活
[00:59:55] 那么这就是一个非常典型的基础的计算模型
[01:00:00] 几乎我们总是用这个视角去理解并行计算
[01:00:03] 包括比如说现在很火的神经网络
[01:00:05] 然后呢
[01:00:06] 如果只要你每一个节点独立计算的时间足够长
[01:00:09] 也就是说比如说这个计算就要花几秒钟时间
[01:00:13] 那如果你有一个几百或者几千的图
[01:00:16] 你想要把一个图做一个拓扑排序
[01:00:18] 做一个便利
[01:00:18] 可能就就甚至只要几微秒
[01:00:22] 几微秒你就可以把这个图处理完
[01:00:23] 而如果你每一个节点的处理时间都在几秒钟
[01:00:26] 那管理这个计算图的开销就是忽略不计的
[01:00:29] 但如果你的计算图是可以并行的
[01:00:31] 比如说
[01:00:32] 比如说神经网络
[01:00:33] 就是一个非常典型的可以大规模并行的例子
[01:00:35] 如果你的图是长这样的
[01:00:37] 有好多好
[01:00:38] 每一层都有好多好多节点
[01:00:39] 然后你下一层又有好多好多节点
[01:00:41] 它们之间有这种互相的依赖关系
[01:00:44] 如果你把它们拓扑排序
[01:00:46] 就意味着你你是相当于第一步
[01:00:49] 第一步做完
[01:00:50] 然后第二步做完
[01:00:52] 当然你你为你为了表达这样的一个计算模型
[01:00:55] 你更更倾向于是说
[01:00:56] 把这这一层的计算全部写在一个节点里
[01:01:00] 你不需要为每一个特别细碎的计算
[01:01:02] 创建一个节点
[01:01:02] 而是说你要先算第一层再算第二层
[01:01:04] 再算第三层
[01:01:06] 一个非常简单的呃一个计算图
[01:01:11] 这个模型非常有用
[01:01:12] 它甚至还可以是动态的
[01:01:13] 比如说你每当每当你有一个HTTP请求来了以后
[01:01:16] 你会动态的生成这些计算任务
[01:01:19] 我们来看一些典型的啊这样的计算图
[01:01:22] 比如说比如说神经网络
[01:01:24] 这边是这边是是PYTORCH
[01:01:26] 给我生成的一个FX graph
[01:01:29] 它它的一个有向无环的计算
[01:01:31] 就是按照这个顺序啊顺序来计算
[01:01:34] 然后还有你们没有想到的是
[01:01:35] make fire本身也是一个计算图
[01:01:38] make fire make fire它是什么
[01:01:39] 它是一个A点out
[01:01:42] 这个呃有一个A点C
[01:01:44] 然后然后你就有一个recipe
[01:01:46] 然后你可以有一个呃另外的recipe
[01:01:50] 比如说他也底盘当A点C
[01:01:52] 然后他我还有一个别的东西
[01:01:55] 它底盘的一点out和叉叉叉唉
[01:01:59] 这就是一个有向无环的计算图
[01:02:02] 它不能有环
[01:02:02] 有环的话
[01:02:03] make fire会complain
[01:02:04] 然后你他他拒绝编译
[01:02:05] 然后make fi是可以自动背景化的
[01:02:08] 因为这是一个有向无环的模型
[01:02:11] 你想我对它做一个拓扑排序
[01:02:13] 拓扑排序
[01:02:13] 我我现在任何一个这样的
[01:02:17] make five里面
[01:02:17] 你你你那源代码它没有不需要执行recipe的
[01:02:22] 它都是在一开始就可以就可以就可以做的
[01:02:25] 我我可以生成好多好多个中间的结果
[01:02:29] 然后这中间的结果在最后
[01:02:30] 比如说在LD
[01:02:32] 在LD链接
[01:02:33] 那么呃你你要做一个拓扑排序
[01:02:36] 你就知道这些东西是不用呃不用不用算的
[01:02:40] 然后呃这若干个这样的中间的这个结果
[01:02:44] 这几个计算这几个recipe它是可以并行的
[01:02:47] 那你可以用make
[01:02:48] 比如说一个杠J4或者杠J16
[01:02:51] 在你们的机器上可以大幅提升编译的
[01:02:54] 编译的速度
[01:02:55] 它会自动解析这样的一个啊计算图
[01:02:59] 还有一些一些你们可能呃未必会想到的例子
[01:03:04] 也可以用计算图
[01:03:05] 比如说动态规划
[01:03:07] 你们学过这个最长公共子序列的动态规划吗
[01:03:10] 还没有是吗
[01:03:11] 你你们这个字最长公共子序大概是这样的
[01:03:14] 他说他有
[01:03:16] 呃给你两个字符串
[01:03:17] 比如说比如说AAA
[01:03:20] 然后比如说AACA
[01:03:24] 比如说ABAC好
[01:03:27] 他要做的是把尽可能多的字符配对在一起
[01:03:31] 配对在一起
[01:03:33] 比如说这个A这两个A可以配对
[01:03:35] 这两个A可以配对这两个
[01:03:37] CC可以配对
[01:03:39] 然后问问你最多能够找到多少个这样的
[01:03:43] 这样的配对
[01:03:45] 然后你你你基本上可以把它理解成是一个图的
[01:03:48] 图便利的问题
[01:03:49] 你是用图来建模它的
[01:03:50] 这图是什么样的呢
[01:03:52] 它是一个二维的网格图
[01:03:53] 二维的网格图
[01:03:54] 然后这个二维的网格图
[01:03:56] 比如说呃他的第I行和第J列
[01:04:00] 这个二维网网格图
[01:04:01] 第二行第一这一列的意思是
[01:04:03] 我现在就就在第一个字符串的第I位置
[01:04:06] 第二个字符串在这个位置相当于我人就在这儿
[01:04:10] 然后呢我在这个时候
[01:04:11] 如果这两个字字符相等
[01:04:13] 如果这两个字符相等
[01:04:15] 比如说IJJAI等于BJ
[01:04:17] 我就可以斜着走一格
[01:04:19] 然后我就等于吃到了一个
[01:04:20] 相当于我就拿到一个苹果或者分数就加一
[01:04:23] 然后但是呢我也可以选择我在这
[01:04:26] 我在这个状态
[01:04:27] 我可以我可以不拿这一条边
[01:04:29] 不拿这个匹配
[01:04:30] 然后我可以这里走这里I往前走一个
[01:04:33] 也可以这里往前
[01:04:34] 这里往前走一个
[01:04:35] 就相当于跳过这个字符
[01:04:36] 所以我可以这样跳过一个字符
[01:04:39] 然后就得到了一个这样的
[01:04:41] 这样的一个图是吧
[01:04:43] 我任何时候我在任何一个节点上都可以
[01:04:46] 都可以跳过一个字符
[01:04:47] 但是呢只有在AI等于BJ的时候
[01:04:49] 我才我才可以走
[01:04:52] 我走这条边才能相当于得到得一分
[01:04:56] 拿到一个苹果
[01:04:57] 然后最后那个问题就变成
[01:04:58] 我从左下角走到右上角
[01:05:01] 最多可以对
[01:05:03] 从左下角走走
[01:05:04] 上右下角最多可以走走
[01:05:05] 经过多少个红线
[01:05:07] 然后这个你们是可以用呃DFS
[01:05:10] 或者用呃动态规划来解决的
[01:05:13] 然后这样的一个模型也是
[01:05:14] 也是一个非常典型的计算图
[01:05:17] 它的依赖关系就藏在这个边上
[01:05:20] 我为了算出这个节点的结果
[01:05:23] 就必须要知道这这两个节点的结果
[01:05:25] 还有这个节点的结果
[01:05:26] 我为了算出这个节点的结果
[01:05:28] 就必须要知道它这几个节点结果
[01:05:30] 所以如果你把这个图旋转90度
[01:05:33] 或者说我我用我用一条斜线去切的话
[01:05:36] 它就有一个很明显的层次的关系
[01:05:39] 很明显的层次关系
[01:05:40] 我可以我要先算第一层再算
[01:05:42] 第二层再算
[01:05:43] 第三层再算
[01:05:44] 第四层再算
[01:05:44] 第五层
[01:05:45] 最后就可以把所有的斜的这样过去
[01:05:48] 就可以把把这个最后的结果啊给算出来
[01:05:52] 对这是这是另外一个例子
[01:05:54] 你们你们你们后面学过动态规划以后
[01:05:56] 再回回回来看
[01:05:58] 你就知道我在我在说什么
[01:05:59] 曾经我们有一个lab是做这个的
[01:06:01] 好像现在也被我啊也被我去掉了
[01:06:03] 因为你们好像确实很多同学没有没有学过这个
[01:06:06] Longest common subsequence
[01:06:07] 好OK
[01:06:09] 这是一个这也是一个计算图的例子
[01:06:10] 我们理论上说可以为每一个节点创建一个线程
[01:06:14] 然后等到这两个节点算完了再算这个节点
[01:06:18] 我们可以用线程和这个happiness sport的这个
[01:06:21] 计算图来做图谱排序
[01:06:23] 然后再比如说电路的模拟电路也是
[01:06:26] 我们可以呃支持
[01:06:28] 就实际上你们比如说像very雷特
[01:06:30] 这样的模拟仿真器
[01:06:33] 它也会把电路切成好几个部分
[01:06:35] 然后它可以并行的
[01:06:36] 只要没有依赖关系
[01:06:38] 两个部分可以独立计算的
[01:06:39] 它就可以并行计算
[01:06:40] 但是有依赖关系的时候
[01:06:41] 他就必须要等到
[01:06:42] 等到这两个有依赖关系的都算完
[01:06:45] 然后再算
[01:06:46] 再算它的结果
[01:06:47] 那如果我们要实现这样的呃计算图
[01:06:51] 我们可以怎么实现呢
[01:06:53] 还是老方法
[01:06:55] 你只要想一件事就行了
[01:06:57] 我有一个有向无环图
[01:06:59] 你为每一个节点
[01:07:01] 我们刚才说节边上边是依赖节点
[01:07:03] 是计算我这个节点上的代码
[01:07:06] 能够执行的条件是什么
[01:07:07] 是它和它和它都要执行完
[01:07:10] 所以你你最直观的方法就是为每一个计算节点
[01:07:13] 设置一个线程和一个条件变量
[01:07:16] 然后你就为这个节点
[01:07:17] 你就Y
[01:07:18] 还是
[01:07:20] 我就不抄了
[01:07:21] 上面这个老板拿上锁
[01:07:23] 对于每一个线程我都上锁
[01:07:25] while我的条件没有没有满足
[01:07:27] 就是我现在还不能执行
[01:07:29] 那我就wait出来
[01:07:31] 我就可以执行了
[01:07:32] 那我能够执行的条件是什么
[01:07:35] 是我所有的前驱的节点全部都执行完
[01:07:40] 我才能执行
[01:07:41] 都破拓扑排序的定义
[01:07:43] 所有所有一条边指向我的都都都要都要执行完
[01:07:46] 所以呃你你可以可以可以这样
[01:07:50] 可以可以可以可以这样实现
[01:07:51] 比如说我有一个一个节点
[01:07:54] 任何一任何一个节点
[01:07:55] 如果有一个U到V的U到V的边
[01:07:58] 我们可以为每一条边设置一个
[01:08:02] 我我们相当于我们可以
[01:08:04] 可以为每一条边设置一个变量
[01:08:06] 就是这条这个依赖这条边有没有满足
[01:08:09] 然后我的我的这个线程
[01:08:12] 我检查的就是我的条件可以是E1E2E三
[01:08:18] 那我的条件是down e1
[01:08:21] 而且done e2
[01:08:24] 而且down e3
[01:08:28] 我可以为每一条边设置一个布尔值
[01:08:30] 然后我在我在每一个节点执行完以后
[01:08:33] 我都会把它所有的出边的这个down都设成true
[01:08:36] 这个就就搞定了
[01:08:37] 然后你也可以不用这个down
[01:08:38] 你也可以改成一个计数器
[01:08:40] 像我
[01:08:41] 像像我这样写的
[01:08:43] 就因为我我知道有一条从U到V的边
[01:08:48] 那么我就会每次初始的时候
[01:08:51] V我知道要等多少个down
[01:08:52] 我有三条路边
[01:08:54] 那我每次我就可以把这个计数器减一
[01:08:57] 或者我完成的加一
[01:08:58] 最后判断那个计数器是零
[01:08:59] 或者是我所有的入编都完成了
[01:09:02] 我就可以执行了
[01:09:03] 所以你只要无脑的写一个这样的条件
[01:09:05] 变量的条件就就可以了
[01:09:07] 以及我们还有一种办法来实现任意的计算图
[01:09:11] 是一种叫做线程
[01:09:13] 有点像线程池
[01:09:14] execute put的
[01:09:16] put的方式
[01:09:16] 就是我的每一
[01:09:17] 我不是不再是为每一个日计算任务
[01:09:21] 或者计算节点设置一个线程
[01:09:24] 而是我我我现在
[01:09:26] 比如说我现在是计算机系统里面有四个CPU
[01:09:29] 那我就总共就创建四个线程
[01:09:31] 然后呢我每一次我每次都有一个队列
[01:09:35] 这就有点就像生产者消费者了
[01:09:38] 为什么说生产者消费者重要
[01:09:40] 我每次可以有一个队列
[01:09:41] 然后你就做一个拓扑排序
[01:09:44] 每当你发现有一个节点可以算了
[01:09:47] 比如说1234
[01:09:51] 你现在发现123是可以
[01:09:53] 可以算的
[01:09:54] 123是可以算的
[01:09:55] 那我们的线程
[01:09:57] 每个线程它的condition就是队列不空
[01:10:03] 哎这就是消费者
[01:10:04] 这就是消费者
[01:10:06] 他但是每个线程它既是消费者
[01:10:08] 又是生产者
[01:10:09] 它每当这个队列
[01:10:11] 比如说他完成了以后
[01:10:13] 他完成了以后
[01:10:13] 他会做一个图扑排序
[01:10:14] 它能够完成的条件是
[01:10:17] 它能够启动的条件是队列不空
[01:10:19] 然后他把这个任务做完了以后
[01:10:21] 他就会从队列队列里面取一个走
[01:10:24] 它会取一个走
[01:10:24] 然后然后他会发现有一些任务现在又被激活了
[01:10:28] 激活后它又会把它放回到队列里
[01:10:30] 然后这样每一个线程它会取一个任务
[01:10:33] 相当于是生产者和消费者里面
[01:10:35] 他消费者从桌上拿一个写了字条的苹果
[01:10:38] 他就去做这个字条
[01:10:39] 然后他他知道有
[01:10:41] 又因为我做完这个任务以后
[01:10:42] 有一些呃其他的任务被激活了
[01:10:44] 他再再放一个苹果到回到这个啊队列里
[01:10:47] 然后这样我就可以用一线数量少得多的线程
[01:10:51] 我可能有几百万个节点需要计算
[01:10:54] 但我可能就只有四个CPU
[01:10:56] 那我确实没有必要创建100万个线程
[01:10:59] 创建限制还是需要需要开销的
[01:11:01] 那呃如果你不想创建那么多线程的话
[01:11:04] 你就可以用这种这种方式加一个队列
[01:11:07] 然后用生产者消费者啊来解决
[01:11:09] 所以第一个呃我们的万能的同步方法
[01:11:12] 就条件变量肯定是肯定是好用的
[01:11:15] 第二个呃生产者消费者这样的呃模型
[01:11:18] 是也是非常非常普遍的
[01:11:21] 我这里也给给大家准备了
[01:11:24] 这样的这样的计算直线计算图的代码
[01:11:27] 基本上你们按照就把这个代码当成模板
[01:11:31] 你绝大部分只要这系统还能并行
[01:11:33] 就你的计算的并行度是足够的
[01:11:36] 这样的一个代码都可以帮助你
[01:11:37] 很好的利用好多处理器里面的能力
[01:11:41] 并且你可以使用共享内存
[01:11:43] 你可以把中间的结果写到内存里
[01:11:45] 保存到一个数据结构里是吧
[01:11:46] 放到任何一个队列或者数里
[01:11:48] 然后你等到
[01:11:49] 后面的进程在使用的时候
[01:11:50] 就可以直接用到上一个
[01:11:53] 那个线程在在激活以后
[01:11:56] 它就可以使用
[01:11:58] 之前的那个任务
[01:11:59] 之前的计算节点它写入共享内存的那些值
[01:12:03] 这个这个代码是这样的
[01:12:04] 我我用的是比较简单的呃模型
[01:12:07] 你看我是数这个pending dependence
[01:12:10] 我现在扫描所有的所有的计算图上的边
[01:12:12] 然后我就知道每一个节点
[01:12:14] 要要等到几个任务完成
[01:12:16] 它才能才能继续
[01:12:18] 然后我就为每一个任务都创建一个t worker
[01:12:23] 我我可以任意写一个这样的计算图
[01:12:25] 零呃零零需要happen happen before123
[01:12:29] 然后四要happen before
[01:12:31] 一要happy for4
[01:12:32] 二要happen for4
[01:12:33] 四要happen before5
[01:12:35] 然后你你可以看到零必须要先执行
[01:12:38] 然后零执行完了以后
[01:12:39] 123是可以同时执行的
[01:12:41] 然后后面才呃呃再再继续
[01:12:44] 那我有我有一些系列的task
[01:12:47] 然后我的t worker一样的这样的一个万能的代码
[01:12:50] 先上锁上锁解锁配好队
[01:12:53] 然后while条件不满足的时候
[01:12:56] 我的我能够继续的执行的条件
[01:12:58] 就是我所有pending的dependency已经降到零了
[01:13:01] 如果我条件不满足
[01:13:02] 我就wait
[01:13:03] 我就wait诶
[01:13:05] 我这里比较聪明的是
[01:13:06] 我为每一个任务都后创建了一个条件变量
[01:13:10] 这样我就不用把所有人都唤醒
[01:13:12] 但是我世界上仍然只有一把互斥锁
[01:13:15] 来保护好我的我的代码
[01:13:17] 然后然后我的每一个worker我都会模拟一下
[01:13:19] 他好像要花一秒钟时间来
[01:13:22] 来运行
