[00:00:00] 今天我们继续讲并发编程里面的呃同步
[00:50:28] 比如说呃比如说前面这是我插入的同步代码
[00:50:30] 你可以忽略它
[00:50:31] 中间我需要插入同步代码
[00:50:34] 使得我同时获得了左手和右手的叉子以后
[00:50:37] 我才能吃吃饭
[00:50:38] 然后吃饭完了以后
[00:50:39] 我又把这个叉子呃释放
[00:50:41] 然后使得其他的哲学家可以呃可以来可以来吃
[00:50:45] 可以来吃好
[00:50:46] 所以我们来想一想
[00:50:49] 哲学家吃饭他能够吃的条件是什么
[00:50:56] 我有ABCDE有五个人好
[00:51:02] 我有这个123455个五个叉子
[00:51:09] 每一个哲学家吃饭的条件
[00:51:12] 比如说A他能吃的条件
[00:51:14] 就是他左手的叉子和右手
[00:51:15] 它的编号为一和编号为二的叉子
[00:51:18] 都是处于空闲的状态
[00:51:20] 然后并且他要把这个空闲的状态
[00:51:24] 如果如果它检测到这个一和二是空闲的状态
[00:51:26] 那么他就要把这两个叉子一起拿起来
[00:51:29] 它就变成不控了
[00:51:30] 这样他就可以吃了
[00:51:31] 所以所以你你如果要写这个条件变量的话
[00:51:35] 你就可以直接无脑写是吧
[00:51:37] 我写的这样的一个代码
[00:51:39] 因为你们期末考试的时候
[00:51:40] 这就是这就是期末考试20分
[00:51:42] 呃就是20分
[00:51:43] 我百分之百会考一个并发编程的题目
[00:51:45] 然后你有两种办法
[00:51:47] 我我我
[00:51:48] 我经常也会看到有同学在期末考试的时候
[00:51:50] 比如说去用信号量来写
[00:51:51] 然后我也有的时候会看到
[00:51:53] 有的同学写一个错的信号量
[00:51:54] 然后我我每一个同学的这个建的并发编程
[00:51:58] 我都会亲自来改
[00:51:59] 然后我会亲自在大脑里面模拟这个并发程序的
[00:52:01] 执行一个
[00:52:03] 去尝试各种各样的调度
[00:52:04] 然后你有的时候你用信号量手写写的那个代码
[00:52:06] 其实不对的
[00:52:07] 虽然啊虽然我经常会出一两道题目
[00:52:10] 他那个题目可以就是很容易
[00:52:12] 用一个特别巧妙的信号量来做
[00:52:14] 特别特别简单
[00:52:15] 然后一看就是对的
[00:52:16] 但我不是特别推荐
[00:52:18] 因为你你永远可以写出正确的代码
[00:52:20] 你你第一件事先把锁上好
[00:52:24] 当然如果你要取地址
[00:52:26] 像这些小细节
[00:52:27] 我也我也我也不在意了
[00:52:28] 那你就想什么时候我可以可以吃饭呢
[00:52:32] 我要等那个同步的条件好
[00:52:34] 什么时候可以吃呢
[00:52:36] 就是我的available of all the left hand side
[00:52:42] And available off the right hand side
[00:52:47] 这是我同步的条件
[00:52:49] 所以我就就就这样
[00:52:51] 如果我的同步条件不满足的时候
[00:52:54] 我就condition waight CV
[00:52:59] 你闭着眼睛写写就行了
[00:53:00] 对吧好
[00:53:02] 如果我的同步条件满足的时候
[00:53:06] 我循环退出的时候会发生什么呢
[00:53:08] 我在循环退出的时候
[00:53:10] 我就会assert这个condition
[00:53:12] 哎我就不再
[00:53:13] 我就不再写一遍了是吧
[00:53:14] 这是我的
[00:53:15] 这是我的肯定神
[00:53:16] 我的condition是我的左手和右手的叉子都得有
[00:53:19] 然后我我我当我循环退出的时候
[00:53:23] 因为我是在在我的条形条件不满足的时候
[00:53:26] 我就等待
[00:53:28] 那直到这个等等待的循环退出的时候
[00:53:31] 我就这个条件一定满足了
[00:53:33] 满足的时候
[00:53:34] 我就可以把这两个变量
[00:53:35] 我就可以放心的把这两个叉子拿起来
[00:53:39] 然后我我在这里可以把available的right hand side
[00:53:43] 支成零
[00:53:45] 而且因为我这是带锁的条件变量
[00:53:49] 给我一个呃很好的保证
[00:53:52] 是这段代码是锁上的
[00:53:53] 这段代码锁上的
[00:53:55] 我在这儿是不会有人跟我能抢到我这把锁的
[00:53:59] 我一旦在这检查这个条件
[00:54:00] assert我就可以随便的更改它
[00:54:02] 我现在现在拿的那把那把锁
[00:54:04] 只要你你不去试图
[00:54:06] 比如说把用两把错误的锁
[00:54:07] 然后两把不同的锁
[00:54:09] 然后让他们能同时修改的共享状态
[00:54:12] 那我就实现了把叉子拿起来
[00:54:14] 等我吃完了
[00:54:15] 我只要把这两个变量等于一上锁
[00:54:18] 上好上好
[00:54:19] 同一把互斥锁
[00:54:20] 把这两个等于1broadcast就结束了
[00:54:22] 至于其他人是谁先唤醒
[00:54:26] 剩下的比如说我现在AA
[00:54:28] 我现在把一和二拿到了
[00:54:30] 拿到以后我我我吃完了
[00:54:32] 吃完了以后
[00:54:32] 我就把一一和二放回去的时候
[00:54:34] 我有一个肯定是broadcast
[00:54:36] 然后可能其他的线程都在等叉子
[00:54:38] 至于谁先得到
[00:54:40] 那不重要
[00:54:41] 他们自己会再到这个循环里面去
[00:54:44] 有的人发现左右手的叉子都都有
[00:54:47] 它就可以继续
[00:54:48] 有的人没有
[00:54:49] 他就需要等待
[00:54:50] 所以所以这就是就如果你用条件变量来实现
[00:54:53] 哲学家吃饭的话
[00:54:54] 他就就这么简单
[00:54:55] 它就是就是对的
[00:54:57] 不用想
[00:54:57] 你只要花2分钟的时间
[00:54:59] 然后就可以在期末考试得20分
[00:55:00] 你你为什么不呢
[00:55:02] 只要你能想清楚
[00:55:02] 你你你同步执行的
[00:55:04] 条件条件是什么
[00:55:06] 这是操作系统要告诉你们的
[00:55:07] 就是你们任何时候设计系统
[00:55:10] 首先要要要遵循的是简单干净正确的方案
[00:55:15] 然后有一天
[00:55:16] 你可能你的方案确实会遇到一个性能瓶颈
[00:55:19] 他可能做的不够好
[00:55:20] 但是那是另一件事
[00:55:22] 那也是呃systems人关心的问题
[00:55:25] 你会找到到底是谁
[00:55:27] 到底是什么样的workload
[00:55:29] 到底是哪一条路径导致了你性能不好
[00:55:31] 然后你再针对性的做
[00:55:33] 做优化
[00:55:33] 而保持这个系统的简单
[00:55:35] 可以维护
[00:55:36] 可以
[00:55:37] 可以理解
[00:55:38] 当然了
[00:55:39] 你也可以用信号量
[00:55:40] 因为你看你看这个不就是count吗
[00:55:44] 这不就是互斥锁吗
[00:55:45] 你你们马马上马上发现我刚才说了那么多
[00:55:49] 好像是在忽悠你们
[00:55:51] 因为你你想
[00:55:53] 你就想象我的每一个叉子上面都有一个桌子
[00:55:58] 每一个叉子上面都有一个桌子
[00:55:59] 然后我在这个桌子上面放一把钥匙
[00:56:02] 那我我不就是拿到我的左手
[00:56:04] 右手的两个桌子上面的钥匙
[00:56:06] 我不就可以就相当于是得到了这两把叉子吗
[00:56:09] 叉子和钥匙是一一对应的
[00:56:11] 比如说我现在DD把这两个劈
[00:56:14] 左手劈我我劈我左手的
[00:56:17] 劈我右手的
[00:56:19] 如果我两个叉子都都拿到了
[00:56:22] 诶
[00:56:22] 那我不就可以可以吃饭了吗
[00:56:25] 可以吃饭了
[00:56:25] 然后我再把它放回去
[00:56:26] 这事情不就对了吗
[00:56:29] 这个对吗
[00:56:29] 这个尝试这个尝试对吗
[00:56:31] 看起来是对的
[00:56:32] 对的
[00:56:33] 能够实现互斥
[00:56:34] 它能够实现就它能够实现正确的互斥
[00:56:38] 或者说呃可以保证
[00:56:40] 如果我返回了
[00:56:42] 如果我这个返回了
[00:56:44] 就是我我我P第一次P我拿起D
[00:56:47] 我D这个人第一次拿起左手的叉子
[00:56:49] 第二次拿起右手叉子
[00:56:51] 当我两个叉子都在我手上的时候
[00:56:53] 我可以确保再也没有人可以拿到
[00:56:55] 拿到我左右手的两把叉子
[00:56:57] 我确实可以吃饭
[00:56:58] 他以这个方面的对是对的
[00:57:01] 但是他有一个问题
[00:57:02] 你想如果所有的人都拿起他们左手的叉子
[00:57:06] 会发生什么
[00:57:09] 他如果如果A拿起他左手的叉子
[00:57:14] 二就二二就被就二二
[00:57:18] 上面的钥匙就被就就被他拿走了对吧
[00:57:21] 三上面的被他拿走了
[00:57:23] 四上面的被他拿走了
[00:57:25] 五上面的被他拿走了
[00:57:27] 一上面的被他被他拿走了
[00:57:29] 好这时候每个人的左手都有一把叉
[00:57:33] 然后他们去看向右手的叉子的时候
[00:57:35] 没有一个人能拿到
[00:57:37] 这样整个系统就卡死了
[00:57:39] 因为他们P操作或者acquire的操作
[00:57:42] 他就是要等得得
[00:57:44] 如果我跨二失败
[00:57:46] 我就得等等人等人release
[00:57:48] 但是没有人能release
[00:57:49] 因为所有的人都在等他右手的那个叉子
[00:57:51] 然后这个系统就陷入一个死锁的状态
[00:57:53] 我后面有一节课会讲并发bug的时候
[00:57:55] 专门会讲到呃死锁这一类的呃bug
[00:57:59] 他们就造成了一个循环的等待
[00:58:01] 而实际上你是可以在这个代码里面
[00:58:04] 观察到这个现象呢
[00:58:06] 你看我的philosophers
[00:58:09] 刚才刚才我的这份代码就是对我
[00:58:13] 我我会一边嗯一边拼一边打印日志
[00:58:17] 我先我先去获得左手的叉子
[00:58:21] 再去获得右手的叉子
[00:58:22] 然后我每获得一个叉子
[00:58:23] 我都会打印一个加
[00:58:25] 然后我每放下一个叉子
[00:58:27] 我都会打印一个啊一个解
[00:58:29] OK好
[00:58:31] 然后你看确实过了一会儿不再行动了
[00:58:35] 这这就更惨
[00:58:36] 你看在第一轮刚开始的时候
[00:58:38] 每个人都拿了一把叉子
[00:58:40] 然后他他甚至都还没有
[00:58:43] 甚至还没有任何人能够成功的吃
[00:58:46] 吃到任何东西
[00:58:47] 不像第一次运行的时候
[00:58:48] 你看还有T2
[00:58:49] 至少还T2
[00:58:50] 至少还还吃到东西了
[00:58:51] 就没有人能吃到任何东西的时候
[00:58:53] 这个系统已经呃已经崩溃了好
[00:58:56] 所以这就是呃信号量和条件变量的区别
[00:59:01] 条件变量因为我我是上锁的
[00:59:03] 上上了一把这个大锁
[00:59:06] 我我所有的思维方式
[00:59:08] 都是从全局状态到底能不能同步
[00:59:12] 我现在所处的这个全局状态
[00:59:14] 到底能不能能同步这个思路来思考的
[00:59:17] 你只要这个条件同步的条件想的对
[00:59:19] 它就是它就是对的
[00:59:21] 但是你你在使用信号量的时候
[00:59:23] 你就要考虑很多这种比较subtle的
[00:59:26] 顺序啊
[00:59:27] 尤其是你如如果只有一个一个信号量
[00:59:29] 这这也是正确性就是没有问题的
[00:59:31] 但是当你有有多个信号量的时候
[00:59:34] 你看这个其实有两个信号量
[00:59:35] 这个的正确性还相对来说要简单一些
[00:59:38] 但是啊这个正确性就就要麻烦很多好
[00:59:41] 那怎么解决这个问题的
[00:59:45] 这就当时当时的人为了为了同步
[00:59:48] 为了研究同步
[00:59:49] 想了很多非常巧妙的方法
[00:59:53] 有一些是依靠一些问题的数学性质来保证的
[00:59:57] 比如说比如说有一个呃非常优雅的
[01:00:01] 解决方法在这
[01:00:02] 我有一个注释在这
[01:00:04] 我再设一个信号量叫table
[01:00:06] 我把它设置成N减一
[01:00:08] 也就是说我虽然有五个人
[01:00:11] 但是发生死锁必须是五个人
[01:00:14] 每个人都拿起一把叉子
[01:00:17] 我才能思索
[01:00:19] 如果桌上只允许有四个人吃饭
[01:00:22] 四个人吃饭
[01:00:23] 五把叉子一定有一个人可以拿到两把的
[01:00:26] 就算是所有人都把左手
[01:00:28] 因为我只有四个人了
[01:00:29] 所以我就算每个人都把左手叉子举起来了
[01:00:32] 我我再去看
[01:00:33] 总有一个人他右手还有一把叉子可以拿起来
[01:00:35] 所以这个系统就不会死
[01:00:37] 所以有一个正确的解决方法
[01:00:41] 就是你你要吃饭之前
[01:00:43] 你我先把所有人都赶到桌子外面去
[01:00:46] 然后所以我相当于我现在现在先在外面
[01:00:49] 再再放一个放一个桌子
[01:00:51] 然后这桌子上面有有四把钥匙好
[01:00:54] 那所有人都先在先先先到这个桌子外面
[01:00:58] 吃饭的饭
[01:00:59] 先到饭桌外面
[01:01:00] 然后如果你想要吃饭
[01:01:01] 那你对不起
[01:01:02] 你先要从这里得到一把钥匙
[01:01:04] 然后你才能坐到桌上
[01:01:05] 然后你你就可以拿自由的拿拿这个吃饭
[01:01:09] 然后如果你你吃完了
[01:01:10] 你放下来以后
[01:01:10] 你要你要退出这个桌子
[01:01:12] 因为这桌上只有四把钥匙
[01:01:13] 所以最多只有四个人可以
[01:01:15] 可以进来
[01:01:16] 那你就会认认为OK这个是
[01:01:21] 这个是正确的
[01:01:24] 如果我长时间的运行
[01:01:25] 它你依然看到至少运行了很长时间
[01:01:28] 也没有发生思索
[01:01:29] 你你你理论上说是可以给一个啊证明的
[01:01:33] 这是一个这是一个很有趣的尝试
[01:01:35] 你你会觉得
[01:01:36] 竟然还有人能想到想到这个很聪明
[01:01:39] 很聪明
[01:01:40] 很像一个考试题
[01:01:42] 我为了考试
[01:01:42] 为了为了能让你们难受
[01:01:44] 我就出这种奇怪题目
[01:01:45] 说请你用信号量在实现一个什么样的
[01:01:48] 全局同步必须要正确
[01:01:51] 而且没有思索
[01:01:52] 但是它没有通用性
[01:01:54] 没有通用性
[01:01:55] 如果如果我不是不是拿一个什么这样的叉子
[01:01:58] 而是每一个人需要拿一组叉子
[01:02:01] 比如说我我我A要吃饭
[01:02:03] 我就特我就特别喜欢
[01:02:04] 我必须拿到124号这个11号
[01:02:07] 2号和4号的叉子
[01:02:09] 那你你这种计数的方案又又不起作用了
[01:02:13] 它不没有通用性
[01:02:14] 但不管一个人要拿到哪些叉子
[01:02:18] 才能继续用这个万能的条件变量同步方法写
[01:02:21] 都是一模一样的
[01:02:23] 我作为线程一
[01:02:24] 我说我要编号为345的叉子
[01:02:26] 我就如果如果我的345叉子是available的
[01:02:30] 我就可以继续
[01:02:30] 不然否则我就不能继续
[01:02:32] 然后我在持有护士所的时候
[01:02:33] 把这三个叉子都制成零就行了
[01:02:35] 这个方案是是具有非常好的扩展性的
[01:02:38] 只要你能想清楚条件是什么
[01:02:39] 你就能还有一种
[01:02:42] 让这个呃呃这
[01:02:45] 让这个哲学家吃饭问题能够正确的方法是
[01:02:48] 你给叉子编号
[01:02:50] 不不是说每一个人都先举起左手的叉子
[01:02:53] 再举起右手的叉子
[01:02:54] 这是一个很自然
[01:02:55] 对我们来说对称对称是我们喜欢的
[01:02:59] 因为对称就意味着简单
[01:03:00] 每一个每个人执行的PROTO都是一样的
[01:03:03] 但是如果你想要fix这里的死锁问题
[01:03:06] 你就需要把它变得不对称一点
[01:03:08] 呃我只要加上这样一句就对了
[01:03:10] 我每一个人都有一个左手和右手叉子的编号
[01:03:15] 比如说你看啊A的左手舌是21324354
[01:03:22] 然后哎一五所有的人都是左手编号大
[01:03:28] 右手编号小
[01:03:29] 唯独E这个人是左手编号小
[01:03:33] 右手编号大
[01:03:35] 如果每一个人都总是拿编号小的叉子
[01:03:40] 再拿编号大的叉子
[01:03:41] 这个算法就对了
[01:03:43] 你们觉得呢想清楚了吗
[01:03:47] 我没有没有关系
[01:03:48] 因为他可能确实不那么容易想清楚
[01:03:50] 我后面讲死锁或者讲并发bug的时候
[01:03:52] 我会我会专门来讲lock ordering
[01:03:54] 所以还有我我这个问题就留给大家
[01:03:57] 我我就我就我我就这么说
[01:03:59] 按照你如果你把叉子编号
[01:04:01] 按照从小到大的方式去申请这个代码
[01:04:04] 其实是对的
[01:04:05] 为什么你们你们有兴趣的同学可以回去想一想
[01:04:08] 我
[01:04:08] 我在我在下下面的某一次课
[01:04:10] 讲并发编程的时候
[01:04:12] 会会回来回来讲到它
[01:04:14] 但至少这样
[01:04:15] 你看我我就fix它了
[01:04:17] 至少我运行了很长的时间
[01:04:18] 他也没有
[01:04:21] 没有没有没有没有出错
[01:04:23] 好这个问题留给大家
[01:04:25] 所以你就看到用信号量第一方面感觉上很简单
[01:04:30] 感觉上很很简单
[01:04:32] 但是一旦同步的条件发生变得比较复杂
[01:04:36] 那我们就需要各种各样的奇怪的
[01:04:39] 就和这个问题相关的environment去去保证它的
[01:04:44] 正确性
[01:04:45] 第一个是我刚才说从桌子上赶走一个人
[01:04:47] 最多只有四个人
[01:04:48] 那就对了
[01:04:48] 还有一个是给叉子编号
[01:04:50] 总是拿编号
[01:04:52] 编号最小的
[01:04:52] 这也是实际上也是对的
[01:04:54] 但你们发现这两种方法已经开始
[01:04:56] 不如无条件变量了
[01:04:57] 为什么呢
[01:04:58] 因为这个正确性不写在程序里
[01:05:00] 这个正确性是依赖一个额外的证明
[01:05:03] 或者一个额外的说明
[01:05:04] 你当然像LOCALDERING这种事
[01:05:07] 是已经被我们呃工业界广泛认可的方式
[01:05:10] 我觉得这还是可以的
[01:05:11] 它已经成为一个呃一个定理的
[01:05:13] 那大家可以拿来
[01:05:14] 拿来用
[01:05:15] 没问题
[01:05:15] 但是如果像这种从桌桌子上赶走一个人
[01:05:18] 这样的方式
[01:05:19] 其实你你应该是某种程度上在编程的时候
[01:05:23] 避免它
[01:05:25] 所以说啊我觉得这个呃信号量来实现
[01:05:31] 哲学家吃饭问题
[01:05:32] 他不算是一个呃成功的
[01:05:34] 刚才是一个很成功的尝试
[01:05:36] 更多时候我觉得是一个work around
[01:05:37] 它它只是补了一些漏洞
[01:05:39] 硬是把这个漏洞给呃给补上了
[01:05:42] 所以在你实现信号量感到受挫的时候
[01:05:46] 你就果断的放弃信号量
[01:05:48] 你你可以有有很多
[01:05:49] 我一会会讲
[01:05:50] 还有很多其他的方法可以实现
[01:05:52] 实现同步
[01:05:53] 而我们的做我们做system首先就是要做对
[01:05:56] 如果你对你东西都做不对
[01:05:59] 它不能甚至不能随着时间往往后走变得更复杂
[01:06:03] 从第一开始你就要很小心地维护它
[01:06:05] 很有可能你你你面临一个越长越大的系统时候
[01:06:09] 它会失败
[01:06:09] 你在数值型资源不能很好的代表
[01:06:12] 同步条件的时候
[01:06:13] 你就要尽可能的小心
[01:06:16] 谨慎对
[01:06:18] 所以呃所以你看这是教科书上的
[01:06:21] 呃one could will send for as a generation of locks
[01:06:24] And the condition variables
[01:06:25] 它是lock的generation
[01:06:27] 没问题
[01:06:28] 桌子桌子的模型
[01:06:29] 但是它其实不是condition variable的
[01:06:32] 这个呃generalize zation对
[01:06:35] 然后他他提了提了一个问题
[01:06:38] 他说怎么样在信号量的基础上实现条件变量
[01:06:44] 这是一个很有很呃很有意思的问题
[01:06:46] 我们一会一一会一会我再来回答这个这个问题
[01:06:50] 然后还有很多不适合信号量的问题
[01:06:54] 比如说生产者消费者没问题
[01:06:56] 生产者消费者本质上它是一个缓冲区
[01:06:59] 一个有大小限制的缓冲区
[01:07:00] 所以我们可以呃V呃PMT
[01:07:03] 然后v fill或者p file
[01:07:06] V empty
[01:07:06] 那如果只有put和get的时候
[01:07:09] 这是这是OK的
[01:07:11] 但是如果啊如果我现在再给你增加两个条件
[01:07:16] 第一个是close
[01:07:18] 就说我我我现在假设
[01:07:20] 就比如说有好多县城
[01:07:21] 现在现在在生产和消费
[01:07:23] 玩的很欢
[01:07:24] 但我现在要把所有人都给暂停了
[01:07:26] 说停然后停
[01:07:29] 那那所有人他可能正在还正在生产
[01:07:32] 正在消费的
[01:07:32] 他还要还要执行完
[01:07:33] 那肯定得执行完
[01:07:34] 但等到他们都执行完以后
[01:07:36] 他们就不能再生产
[01:07:37] 不能再消费了
[01:07:38] 所以所以所有在这些线程
[01:07:42] 假设他们都往后执行的时候
[01:07:43] 如果我执行close它
[01:07:45] eventually应该是最后会回到
[01:07:49] empty是是上面都是球
[01:07:51] 然后fail没有球的
[01:07:52] 这样的一个初始的初始化的状态
[01:07:55] 你马上就发现信号
[01:07:56] 呃信号量不好实现了
[01:07:57] 因为你你你这里写死的
[01:07:59] could就是p m t get
[01:08:02] 就是we feel
[01:08:04] 这是你写死的
[01:08:05] 那我如果要插入一个close或者说插入一个open
[01:08:09] 你不就就没办法
[01:08:11] 我我我是一个empty
[01:08:13] 是一个信号量
[01:08:13] 那我还需要给open和close
[01:08:15] 一个信号量或者一个状态吗
[01:08:18] 你你我又不能同时去p empty
[01:08:20] 同时去P呃close
[01:08:24] 这种获得二选一的这个语义
[01:08:26] 在信号量里面就表达表达不出来
[01:08:28] 但如果你写条件变量的话
[01:08:29] 你你一样的
[01:08:31] 什什么时候我可以consume呢
[01:08:35] 首先是呃empty
[01:08:38] 要比如说我什么时候肯定CONTR呢
[01:08:40] 肯定empty大于零
[01:08:42] 而且我现在not closing
[01:08:47] 如果我想close
[01:08:48] 我就会把一个clothing标记成标记成一
[01:08:51] 然后我我我就可以在全局状态里面
[01:08:53] 有个变量是代表我是不是在关闭
[01:08:55] 那如果我任何一个呃producer
[01:08:58] 看到我现在是在closing了
[01:09:00] 他就不会他就不会去
[01:09:02] 再去再去升生生产了
[01:09:05] 就这么简单
[01:09:06] 然后当所有人都达成同步的时候
[01:09:09] 我也可以说
[01:09:10] 然然我我也可以像像我的全局状态里面写一个
[01:09:14] 我这个线程已经close了
[01:09:15] 然后我我我的那个执行执行close的线程
[01:09:19] 可以等到所有人都可汇报自己
[01:09:21] close我就可以继续了
[01:09:23] close也可以完成一个同步
[01:09:24] 所以你在全局状态上面
[01:09:27] 你看我可以通过多设一个变量的方式来表达
[01:09:30] 这种非常复杂的复杂的全局同步的状态
[01:09:33] 你只要能理解它
[01:09:34] 而且这对于人类来说
[01:09:36] 还是还是一个相当容易的事情
[01:09:38] 你就可以用用条件变量来来来实现它
[01:09:41] 但如果你要用信号量的话
[01:09:42] 这就会变得啊非常难受
[01:09:44] 你你你可能能写出一个正确的方案
[01:09:47] 但是这个方案嗯你为了证明它正确
[01:09:50] 会付出非常非常大的呃代价
[01:09:52] 信号量实现起来很麻烦
[01:09:54] 对然后我刚才也也说
[01:09:57] 我们可以
[01:09:58] 首先啊如果用条件变量实现信号量
[01:10:01] 这也是我们一开始的时候就就说了
[01:10:04] 我们的信号量是互斥锁的扩展
[01:10:07] 所以所以我们说我们的条件是
[01:10:11] 如果C大于零
[01:10:13] 我就可以
[01:10:14] 如果counter大于零
[01:10:17] 那我就可以C减减
[01:10:20] 然后我的微操作
[01:10:21] 这是这是P操作
[01:10:22] V操作是直接把C加加
[01:10:25] 然后然后bro broadcast
[01:10:27] 所以我们用条件变量来表达信号量的同步条件
[01:10:30] 是是简单的
[01:10:31] 但如果你想要信号量实现条件变量
[01:10:35] 就像刚才那个教科书里面写的那样
[01:10:37] 就远没有那么那么简单了
[01:10:40] 这个呃report上面说implementing condition
[01:10:43] Variables out of a simple
[01:10:45] Primitive black summer
[01:10:46] Course is surprisingly tricky
[01:10:47] 非常非常
[01:10:49] Tricky
[01:10:50] 你可能会想要写这样的
[01:10:53] 可能想要写这样的代码
[01:10:54] 我们呃注意
[01:10:56] 我们在用条件变量的时候
[01:10:57] 一定是一个lock和unlock之间有一个condition weight
[01:11:00] 所以所以我调用condition weight的时候
[01:11:02] 其实我的lock是处于锁定状态的
[01:11:06] 我我这个这是一定有有有保证的
[01:11:08] 否则你的条件变量就用错了
[01:11:10] 假设你的条件变量用的是对的
[01:11:12] 那wait的时候你想要
[01:11:15] 这样我我来把它写一下
[01:11:17] 把它把它抄一下
[01:11:19] 你你现在想要用
[01:11:21] Lock lock
[01:11:24] 然后好
[01:11:25] 那你是
[01:11:28] while not condition好
[01:11:32] 你你想要你想要在这里实现一个肯定是weight
[01:11:36] 所以你你可能会要这样想
[01:11:38] 比如说肯定是variable的
[01:11:41] N wait
[01:11:41] 要加加
[01:11:44] 那肯定是外文的n wait要加加
[01:11:46] 然后接下来你这个部分实现的是weight
[01:11:51] 所以你有两件事要干
[01:11:52] 首先你要睡眠
[01:11:55] 其次你要把这把复式手给放掉
[01:11:59] 因为如果你如果你现在直接
[01:12:01] 比如说说P这个sleep
[01:12:03] 如果你直接p sleep好
[01:12:04] 那就完蛋了
[01:12:05] 因为你持有了这把互斥锁
[01:12:08] 你吃了这把护士锁
[01:12:09] 就意味着地球上再也没有人能够持有同一把锁
[01:12:11] 再次把这个condition变成true了
[01:12:13] 你任何时候但凡想要修改任何全局的状态
[01:12:17] 能够影响
[01:12:17] 这肯定是你都必须要获得这把锁好
[01:12:20] 那对不起
[01:12:20] 这个哈
[01:12:22] 我们不能先P先这个呃P这个呃steep
[01:12:26] 所以我们得先把这个互斥锁给释放掉
[01:12:32] 然后释放掉以后
[01:12:34] 我再去P这个CV的sleep
[01:12:37] OK那我我相当于是我现在就可以睡眠了
[01:12:39] 然后等到有一天有人把我来
[01:12:42] 把我来唤醒
[01:12:43] 然后等我唤醒了以后呢
[01:12:45] 我再去再去reacquire
[01:12:46] 这个是没问题的
[01:12:47] 就相当于我我重重新再lock
[01:12:50] 我我我重新再唠好
[01:12:53] 那么我这里就就结束了是吧好
[01:12:57] 那这我相当于是从这lock这儿unlock
[01:13:01] 然后从这lock再回来就又对了
[01:13:05] 就就只有只有睡眠这一段是是不上锁的
[01:13:09] 其他时候我的锁都是保护好的
[01:13:11] 所以如果有一天这个条件呢检查成真了
[01:13:14] 那我这个地方应该是这应该是没有问题
[01:13:16] 但是我这里还有一个UNLOG
[01:13:18] 稍微有一点点绕哈
[01:13:19] 稍微有点绕好
[01:13:20] 好像好像有那么点道理
[01:13:24] 那呃在broadcast的时候
[01:13:26] 我们也可以这样写
[01:13:27] 呃你上不上锁都没事了
[01:13:28] 我假设可以假设锁都是上好的
[01:13:31] 那我现在有一个n wait
[01:13:33] 有多少人在睡眠的这样的一个呃计数器
[01:13:38] 有多少人睡眠
[01:13:39] 我就放多少个玩具到桌上
[01:13:43] 这样这样这样
[01:13:44] 每一个这个执行P的这个线程
[01:13:47] 相当于他就会等到这个桌上有玩具
[01:13:50] 桌上有钥匙
[01:13:51] 或者说桌上有玩具
[01:13:52] 直到有一天有人执行broadcast的时候
[01:13:56] 把三个钥匙放到桌上
[01:13:59] 那就三个这个线程就可以继续继续执行好
[01:14:03] 这个是
[01:14:05] 这是你想象的
[01:14:06] 这是你想象的
[01:14:07] 但是很遗憾这个实现是不对的
[01:14:11] 对的
[01:14:12] 为什么会为什么会不对呢
[01:14:15] tricky的地方在这
[01:14:17] 我在这我的系统里面可以有一个
[01:14:20] 有一个T1这个线程
[01:14:22] T1这个线程好
[01:14:24] 这个T1这个线程
[01:14:25] 比如说啊刚开始最开始的时候执行的就是T1
[01:14:28] 然后这个时候条件不为真
[01:14:31] 然后这个条件不为真的时候
[01:14:34] 他先lock没问题
[01:14:35] 然后判断条件不为真
[01:14:37] 这个时候他会把n wait加加
[01:14:39] 所以他会把n wait加加它释放锁
[01:14:42] 它释放锁以后
[01:14:44] 他接下来他接下来要执行一个P
[01:14:47] 所以你希望的是理想情况下
[01:14:50] 你希望的是这个P在未来有一天
[01:14:52] 有一个人broadcast
[01:14:54] 有有一个broadcast
[01:14:56] 然后这个broadcast会把它唤醒
[01:14:58] 这样这个T1就可以之后就可以就可以执行了
[01:15:01] 但是但是实际有可能发生的事
[01:15:05] 这个P被放到了1万年以后
[01:15:08] 被放了1万年以后
[01:15:10] 造成的效果是什么呢
[01:15:12] 造成的效果是这里有一个n wait加一
[01:15:15] 但是没有sleep
[01:15:17] 也就说说我这个计数器莫名其妙的被加了一
[01:15:22] 而且这是随时随地都可以加的
[01:15:23] 因为我可以让这个线程随时启动
[01:15:25] 随时永远不要做
[01:15:27] 不要批
[01:15:28] 也就是说我在broadcast的时候
[01:15:31] 你看起来
[01:15:33] 看起来broadcast的时候是是是
[01:15:35] 我现在有三个线程在睡眠
[01:15:37] 我要唤醒三个线程
[01:15:39] 但实际上我随时随地都可以
[01:15:44] 让你这个n wait加一
[01:15:46] 他就会多执行一个V
[01:15:48] 多执行一个V
[01:15:49] 就意味着下一次要执行那个P的人就不睡
[01:15:52] 不睡觉了
[01:15:53] 所以下一次有一个要睡眠的这个线程
[01:15:56] 他就可能直接把这个多释放的那个V操作
[01:16:00] 给抢过来了
[01:16:01] 相当于这个N位的加加
[01:16:02] 本来是应该和这个P配对的
[01:16:04] 结果他和另外一个线程的匹配对了
[01:16:06] 所以等于说这个weight它就被就在这次被吃掉了
[01:16:11] 虽然会被Y会被while循环
