[00:00:00] 我我干了什么呢
[00:52:38] 是你们应该是用过的
[00:52:40] 比如说嗯你们打开chromium
[00:52:43] 然后你们按那个呃F12
[00:52:48] OK我把它我的全名字好吧
[00:52:53] 你你们都都都改过
[00:52:56] 你比如说你很讨厌这个东西
[00:52:58] 你很讨厌
[00:53:01] 其实有点讨厌
[00:53:02] 好讨厌
[00:53:03] 就delete把它删了
[00:53:05] 对它就没有了
[00:53:06] 嗯好
[00:53:08] 你你当然你你这里是可以调试它的
[00:53:10] 所以呃一般来说网站都会在这个console上面
[00:53:15] 嵌入招聘广告
[00:53:17] 哈哈招聘广告
[00:53:20] 这个同学们应该也是也是也是发现过的吧
[00:53:24] 比如说你们上B站
[00:53:25] 然后F12
[00:53:27] 诶他它没有招聘广告的吗
[00:53:30] 我记得B站也是也是有的
[00:53:33] 在这里你可以你可以看到很多的信息
[00:53:36] 比如说你可以找到这里面的HTTP的头
[00:53:39] 呃等等
[00:53:41] 呃然后你可以你可以把这个链接的
[00:53:43] 比如说这个链接copy
[00:53:45] 把可以把他的命令给copy出来
[00:53:47] 这样你就可以在浏览器里
[00:53:49] 带着他的浏览器的
[00:53:50] 带着这个cookie带着所有的状态
[00:53:53] 用用cure这个命令去请求请求
[00:53:56] 这样你就可以可以可以可以得到列表
[00:53:58] 这都是以前就是在在prim m时代开发者
[00:54:02] 做做做的事情
[00:54:03] 但是在LM开LM时代变了
[00:54:07] 普通人也可以享受到chrome dev tools的
[00:54:11] 所有的厉害的地方
[00:54:13] 我记得我我记得我们在2020年的时候
[00:54:15] 我们做过非常疯狂的project
[00:54:16] 就是我嗯大家都知道android的是
[00:54:19] 应用是可以用java写的
[00:54:21] 我们假设是一个java的应用
[00:54:22] 然后呃java或者这个coding都编译到java虚拟机
[00:54:27] 然后我们就可以在open jdk上运行一个android app
[00:54:29] 然后这个运行android app的时候
[00:54:31] 会把所有的界面上面的按钮
[00:54:33] 比如说这个按钮的bd box
[00:54:34] 就是那个它的坐标都算出来
[00:54:37] 然后上面的文本也知道
[00:54:38] 但是我不走android的那套渲染
[00:54:41] 我直接在浏览器里面
[00:54:43] 就你可以在那个chrome里面
[00:54:45] 你在框里面可以看到一个计算器
[00:54:46] 然后那个计算器里面每一个按钮都在
[00:54:48] 上面的字也是对的
[00:54:49] 然后你可以点点了以后
[00:54:50] 那个计算器的状态就变了
[00:54:52] 我可以在在本机执行一个android AI
[00:54:54] 所以这是一个非常非常powerful的啊工具
[00:54:57] 但我今天不讲这个
[00:55:00] 让我们来干干一件什么事呢
[00:55:02] 你们都讨厌教务系统吧
[00:55:06] 我也很讨厌这个我一会儿会讲的
[00:55:10] 就是我当我讲到软件工程的时候
[00:55:13] 我还会特别讲
[00:55:14] 讲到这个教务系统是一个软件工程的
[00:55:17] 非常反面的例子
[00:55:20] 嗯来啊哎我的手机好
[00:55:25] 让我让我扫个码
[00:55:29] 你你们不要吵
[00:55:30] 你们不要扫
[00:55:38] 确认好
[00:55:40] 应应该不会暴露隐私
[00:55:42] 希望不要暴露隐私
[00:55:43] 我可以稍微稍微放大一点好
[00:55:47] 比如说我现在的教学周历是是空的
[00:55:52] 现在啊你看
[00:55:53] 其实我刚才在派里面说帮我打开了浏览器
[00:55:57] 这个浏览器是属于派的
[00:55:59] 所以你们可以干什么呢
[00:56:01] 比如说我很讨厌动不动叫我们填东西
[00:56:04] 所以我说
[00:56:11] 那这时候你看豆包输入法的含金量又提升了
[00:56:15] 我我我在我在做这些日常任务的时候
[00:56:18] 我就会按一个键
[00:56:20] 然后打开豆包输入法和他对话
[00:56:22] 当然当然在这里我的LINUX没有没有豆包输入法
[00:56:25] 而且我我我好像没有配置这个语音输入
[00:56:28] 因为说他的声音输入可能会会有点麻烦
[00:56:32] 填写现在教学周立是空的
[00:56:37] 帮我用随便什么AI slop填起来
[00:56:43] 不要看任何东西对
[00:56:46] 因为因为他会他会他如果他如果知道这门课
[00:56:51] 就现在的目录是这门课的repo的话
[00:56:54] 他其实会读我的什么lecture notes
[00:56:56] 这些我不要不要不要
[00:56:58] 你看他还在干这个事儿
[00:57:09] 嗯啊
[00:57:12] 我我就是想让他去填NAHR
[00:57:22] 你看看他就是不听指令
[00:57:26] 这是DC with flash的麻烦
[00:57:28] 如果是flex他他他会知道
[00:57:39] 这这就是deep with flash的问题
[00:57:47] 他不看
[00:57:50] 啊翻车也是也是经常有的
[00:57:52] 所以就是模型其实还在不断的能力增长中
[00:57:56] 就是如果我用最最一线的模型
[00:57:59] 他他就会遵循的遵循的更好
[00:58:02] 我用flash还有一个原因就是他在课上会更快
[00:58:07] 在课程会更快
[00:58:08] 所以
[00:58:28] 没关系
[00:58:29] 他会能这就是agent
[00:58:31] 就你看到他的过程
[00:58:36] 你看它会不断的反思他做的这件事情合不合理
[00:58:42] 然后他能够找到应该怎么办
[00:58:47] 看起来翻车就是他刚开始在尝试
[00:58:49] 然后刚开始在尝试以后
[00:58:52] 他找到正确的方式
[00:58:54] 所以说chrome dev tools是一个非常强大的工具
[00:58:58] 它最终发现他用那些
[00:59:00] 比如说直接注入一个事件的方式不行的
[00:59:02] 但是点鼠标是可以的
[00:59:04] 然后这意味着什么呢
[00:59:06] 你看他已经开始可以填写AI s log了
[00:59:09] 我完全可以无不需要值守
[00:59:13] 让他随便给我填点什么
[00:59:17] Yes
[00:59:17] I love it
[00:59:19] Doesn't matter uh
[00:59:21] 能力真正的边界在哪里
[00:59:25] 当他走通过一次以后
[00:59:28] 这个session里面的东西会留下来
[00:59:32] 我可以把它沉淀成确定性的脚本
[00:59:36] 它可以形成记忆
[00:59:37] 就说说这条路径应该怎么走
[00:59:39] 什么能成功
[00:59:40] 什么能失败
[00:59:41] 它也可以把这个走过的这些网页全部变成脚本
[00:59:44] 你就得到了一个自动选课抢课的系统
[00:59:47] 所以所以这是多么恐怖的一件事
[00:59:50] 你不需要有任何的不需要有任何的知识
[00:59:55] 他就在这里帮我填写AI AI s law
[00:59:57] 如果我要对付
[00:59:58] 对付这个本科生院一定要我填的话
[01:00:01] 我就用用这个方式来来出题
[01:00:05] OK嗯
[01:00:08] 而这其实是一整个生态
[01:00:12] 它不是就是说你你们会觉得OK好
[01:00:15] 这是又是一个很翻型的案例
[01:00:17] 我今天讲了好多哎
[01:00:19] 我可以这样用这样用
[01:00:20] 这样这用这样每一个都很厉害
[01:00:21] 而因为我是教操作系统的嘛
[01:00:25] 操作系统上面的应用程序
[01:00:27] UNIX的philosophy
[01:00:28] 它能成立的原因
[01:00:30] 就是那个管道能实现所有程序的自由组合
[01:00:35] 和无限复用
[01:00:36] 1+1是可以大于二的
[01:00:39] 而刚才我说的所有的东西
[01:00:41] 比如说从一个浏览
[01:00:43] 就一个上下文里面提取这个记忆和脚本的能
[01:00:50] skill和我刚才那个浏览器的skill和我
[01:00:58] 比如说我又有一个呃什么是在网网
[01:01:02] 网页上面怎么浏览的一个skill
[01:01:04] 它们是可以加在一起互相调用的
[01:01:07] 所以呃现在这个AI agent的这个呃生态
[01:01:11] 其实已经达到了一个临界点了
[01:01:15] 马上你就会看到
[01:01:17] 这些东西的互相组合
[01:01:19] 可以成百倍成千倍的放大个人的能力
[01:01:24] 真正对于一个一般人来说
[01:01:27] 他可以做的
[01:01:29] 他可以去找到世界上各种各样的信息源
[01:01:32] 对
[01:01:33] 我不知道你们有没有订阅那个什么局
[01:01:35] 丫的AI早报
[01:01:36] 然后每天早上起起来这刷牙的时候就就听一下
[01:01:39] 反正他也是AI生生成的
[01:01:41] 但它是有RSS的
[01:01:43] 它是有这个推送源的
[01:01:45] 然后你有这个B站的推送
[01:01:48] 你有archive的推送
[01:01:49] 你有hacker news的推送
[01:01:51] 然后这些东西都我都可以做一次
[01:01:54] 沉淀成skill或者沉淀成脚本
[01:01:58] 然后他就会进入
[01:02:00] 他我就我
[01:02:00] 我就可以做了一个这样的信息处理的系统
[01:02:03] 我有大量的这个信息源
[01:02:06] 然后这个信息源会进入一个处理系统
[01:02:09] 然后这个处理系统最终会产生有用的知识
[01:02:14] 然后这里面就是由各种各样的skill构成的
[01:02:17] 都是自然语言
[01:02:18] 所有东西一行代码都不用写
[01:02:20] 但是它可以复用
[01:02:21] 你会不断的调整这个工作流
[01:02:24] 然后他就会不断的产生对你有用的知识
[01:02:28] 你的飞轮就转起来了
[01:02:29] 让你想象一个呃拥有这样飞轮飞轮的飞轮的人
[01:02:35] 你你在这个飞轮上和没有飞飞轮上
[01:02:38] 这是一个多么可怕的
[01:02:40] 可怕的事情
[01:02:41] 所以这时候你可以理解
[01:02:43] 为什么open cloud和AMOS是一个现象级的产品
[01:02:46] 对
[01:02:46] 为什么他们能能给人这么惊喜
[01:02:51] 比如说一个自我净化的能力
[01:02:52] 呃虽然啊虽然说我我作为一个cs professional
[01:02:55] 我我其实不惊讶
[01:02:56] 而且尤其是我我其实挺讨厌
[01:02:58] 比如说说他去总结一个memory的
[01:03:00] 因为它有它的提示词
[01:03:02] 然后他会把一些他我不想让他记住的东西记住
[01:03:05] 我想让他记住的东西不记记住
[01:03:07] 所以我更多的时候是我调用我自己的流程
[01:03:10] 把我我说把这个东西写到我的数据库里
[01:03:13] 然后AI会会会做会做这些事
[01:03:17] 但也许只是有一天
[01:03:18] 就因正是因为这个现在产品还不够成熟
[01:03:21] 模型可能还不够强
[01:03:22] 当有一天模型过了那个临界点的时候
[01:03:25] 我就是我现在就比AI多一点点
[01:03:28] 我比AI多的那一点点
[01:03:29] 也AI取代以后
[01:03:30] 我就消我我我就我就我也被消灭了
[01:03:34] 我也不强调
[01:03:35] 然后在这个意义上
[01:03:35] 你能想到很多很多
[01:03:37] 更有趣的事
[01:03:38] 比如说我刚才说的录屏
[01:03:41] 你就录屏一天
[01:03:42] 让AI自动改进你的流程
[01:03:44] 你就问AI
[01:03:47] 我这一天干的这些事
[01:03:48] 你觉得我还有没有提升空间了
[01:03:51] 很有可能就尤其是大家在初学者的阶段
[01:03:54] 就还有很大的提升空间
[01:03:56] 所以你们是
[01:03:58] 你们是这一代人在AI native下长大
[01:04:01] 你们这一代人才是未来才有才有出路
[01:04:04] 像我现在已经被迫的
[01:04:06] 被迫要处理很多事务性的事情
[01:04:07] 我已经没有这个没有这个机会了
[01:04:10] 呃对咳
[01:04:12] 所以啊虽然现在还没有完全的准备好
[01:04:18] 但我真的是很难理解为什么有些旧人类
[01:04:20] 尤其是老登的这个
[01:04:22] 为什么还要心安理得的
[01:04:23] 每天去做这个重复的事情
[01:04:25] 当然他他为什么要我
[01:04:28] 感觉说出了一些出了一些小问题
[01:04:33] 但是
[01:04:36] Doesn't matter
[01:04:37] Doesn't doesn't matter
[01:04:38] 我我我只要让他
[01:04:40] 我只要让他修修修就行了
[01:04:42] 这个呃这个不重要
[01:04:45] 显然显然这个这个我需要一个更更好的模型
[01:04:49] 但是就是我我我不理解
[01:04:52] 就是为什么为什么这些人不意识到
[01:04:55] 那可能公众号
[01:04:56] 就公众号的消息和真正你第一手用过的人
[01:05:00] 他的感受啊是是是很不一样
[01:05:03] 但这个时代来了
[01:05:04] 所以我们需要呃认真的思考思考这个问题
[01:05:07] 好这是普通人的视角
[01:05:10] 那那接下来是我的这个cs
[01:05:13] 作为一个computer science的从业人员的呃的视角
[01:05:18] 就是如果你们只是用agent codex说的方法
[01:05:21] 操作系统作业做了
[01:05:22] 那你们真的是太小看它了
[01:05:24] 呃我我们是computer science的人
[01:05:27] 我们非常知道编程的能力界限在哪里
[01:05:30] 其实这就是我们和和其他的一般人
[01:05:33] 对不对
[01:05:33] 一般人他很容易提出一个需求
[01:05:35] 然后这个需求agent的可能做不好
[01:05:38] 做不了
[01:05:38] 然后或者说他不知道应该怎么样
[01:05:40] prompt这个agent能够确定性快速的完成
[01:05:43] 但我们有
[01:05:46] 我们知道的是
[01:05:47] 我们是怎么可以把需求编译成
[01:05:49] 就像刚才这样
[01:05:51] 里面的东西编译成什么东西
[01:05:52] 可以复用
[01:05:53] 什么东西应该以代码的形式复用
[01:05:54] 什么东西应该以skill的形式复用
[01:05:56] 我们会呃我们会非常的呃清楚
[01:06:00] 我举个例子
[01:06:02] 这件事情如果是一般人和AI协作
[01:06:05] 就会呃就会稍微呃可能现在AI还做不到
[01:06:09] 我改卷子改完以后
[01:06:11] 我要统分
[01:06:12] 那一般来说这个呃任务就是给助教的
[01:06:17] 好助教你
[01:06:18] 你去把这个分家了吧
[01:06:19] 然后注意下就掏出一个计算器
[01:06:20] 这个得12+13加14+15加16
[01:06:24] 然后再再仔仔细合一遍
[01:06:25] 呃所以我觉得我对我的学生太好了
[01:06:27] 这个这个也也也不行
[01:06:30] 我今年尝试了这样的流水线
[01:06:32] 我基本上就是我第一遍我先是Y就是web code
[01:06:35] 让他出脚本测试
[01:06:36] 然后测试流流完了以后
[01:06:38] 我就一遍头把它跑完
[01:06:39] 我我的流程大概是这样的
[01:06:41] 我在办公桌上有一个从顶向下的摄像头
[01:06:44] 然后那个摄像头会拍到那个试卷的一个
[01:06:47] 固定的位置
[01:06:47] 我把它先调好
[01:06:48] 然后调好了以后
[01:06:50] 我按一个回车
[01:06:51] 他就会拍一张照
[01:06:54] 拍一张照以后
[01:06:55] 我我他就会回头去offline去生成
[01:06:58] 去去用千问去识别这个姓名
[01:07:00] 学号小分就每一个小分
[01:07:03] 那他会写一行到一个文本文件里
[01:07:05] 所以我就我就是一张卷子愿意回车
[01:07:07] 一张卷子愿意回车
[01:07:08] 我是两只手的
[01:07:10] 我两只手都没都没写下
[01:07:12] 然后如果我这张卷子比如说没有摆好
[01:07:13] 我就可以来调整一下
[01:07:15] 然后再再再来
[01:07:16] 然后第一个阶段完了以后
[01:07:18] 第二个阶段按照反序
[01:07:20] 我还是以回车键
[01:07:22] 这时候我左右手就换了
[01:07:23] 我左手摁回车
[01:07:24] 右手拿笔
[01:07:25] 我摁回车以后
[01:07:30] 我的自然就是我会用语音来播报
[01:07:33] 谁谁谁学号是什么
[01:07:36] 241220几几几年
[01:07:39] 然后他把每一个小分都报出来
[01:07:41] 11+12加13+14加15
[01:07:43] 他一边报
[01:07:44] 我一定要检查
[01:07:45] 因为OCR会有错
[01:07:46] 我不信任他
[01:07:47] 我要对我的班上的每一个同学负责
[01:07:50] 然后我检查过没问题以后
[01:07:52] 我就会把他报的那个最终的分数
[01:07:54] 给抄写到卷面上
[01:07:55] 这个这个分数是用脚本算
[01:07:57] 就用evil算出来的
[01:07:59] 所以他是不会错的
[01:08:00] 他不会因为大圆模型的幻觉算错
[01:08:02] 我没有让大模型做加法
[01:08:04] 所以我我我对所有同学是负责的
[01:08:06] 就是每一个分数我都呃我我都看过的
[01:08:10] 然后最后分数会自动汇总到教务处的那个excel的
[01:08:14] 呃模板上
[01:08:15] 然后最后我可以用这个东西
[01:08:19] 我可以用这个方式把那个excel文件上传
[01:08:25] 然后我再抽样检查
[01:08:27] 确保没有问题以后
[01:08:29] 再再再来提交
[01:08:30] 所以看到确实是配合一个逗号输入法更加
[01:08:34] 但因为我是一个cs professional
[01:08:36] 所以我知道边界在哪里
[01:08:38] 我知道我的本地有一个27B的千万3点八
[01:08:42] 然后欧拉码可以用
[01:08:44] 然后我知道应该用这样的流程
[01:08:47] 一个最舒服的流程
[01:08:49] 减轻我和agent之间同步的代价
[01:08:51] 而这些东西都是
[01:08:54] 如果一般人直接
[01:08:55] 如果你可以试一下
[01:08:57] 回头比如说你哪怕是跟最好的模型说
[01:08:59] 我我现在我现在改了140张卷子
[01:09:02] 改好了
[01:09:02] 小分都已经写上去了
[01:09:04] 呃我要统分帮我实现
[01:09:06] 它到不了一个这么快的收敛的
[01:09:10] 方案对
[01:09:11] 就是所以有有些时候现在我还需要这个
[01:09:15] 人和AI要共建
[01:09:17] 但我也赌有一天AI的能力能够强到
[01:09:20] 他能够感知我的一切
[01:09:22] 然后能帮我做一个完美的东西好
[01:09:26] 那我们就可以回到软件工程的话题了
[01:09:28] 呃毕竟这是生成式软件工程
[01:09:30] 我们来做一个小的软件工程的产品吧
[01:09:34] 就这因为我选他
[01:09:36] 正好是就是有一天
[01:09:37] 就前几天他一个星期左右的时间里
[01:09:39] 有一个我们在群里面突然闲聊
[01:09:41] 说哎呀机器被管控了
[01:09:43] 很讨厌
[01:09:44] 然后我们就想有没有可能你你假设
[01:09:47] 假设你现在在一个金融公司里
[01:09:50] 然后这个金融公司数据是可以带进去的
[01:09:54] 但是数据是出不来的
[01:09:56] 就是你比如说你插一个U盘
[01:09:58] 然后你可以把一个word或者excel拷进去
[01:10:01] 然后word excel拷进去以后
[01:10:02] 他就进去了
[01:10:03] 但是没有任何文件可以拷到外拷出来
[01:10:07] 好这机器做了管控
[01:10:09] 然后它不能执行任何不信任的程序
[01:10:11] 不能显示任何不信任的网页
[01:10:13] 你唯一能做的就是在远处可以悄悄射频
[01:10:17] 但是你想把一个很大的文件给偷出来
[01:10:21] 你怎么办
[01:10:23] 这就是computer science的人才能想到的这个
[01:10:27] 想到的事情
[01:10:28] 我我我干了这样一件事
[01:10:30] 然后我把这个给去掉
[01:10:35] 我做了这样的一个程序
[01:10:38] OK我可以叫他程序吗
[01:10:40] 对可以叫他程序
[01:10:42] 这是一个典型的软件工程任务
[01:10:48] 这是一个二维码
[01:10:49] 然后呢我可以把任何一个文件的内容
[01:10:53] 文件内容
[01:10:54] 比如说我我现在文件内容就是hello world
[01:10:57] 可以
[01:10:58] 好好
[01:10:59] Hello word
[01:11:00] Word
[01:11:00] 完了以后
[01:11:01] 你看这个二维码就变了
[01:11:02] 你们可以扫扫一下
[01:11:04] 我也扫一下这这个二维码没有没有危害
[01:11:09] 应该不会封号吧
[01:11:11] 对
[01:11:15] 然后它是0001被cs编码的字符串
[01:11:20] 然后然后我这是可以
[01:11:21] 是一个非常非常长的字符串
[01:11:23] 比如说我有一个很长的hello world
[01:11:26] 这个很长的hello word
[01:11:27] 我就可以编码成一个二维码的动画
[01:11:30] 那这里有一个这里有一个
[01:11:40] 这里有个真号
[01:11:42] 这时候我摁住F9刷新
[01:11:48] 六七这就是个二维码动画
[01:11:52] 也就是说你只要偷偷的射频
[01:11:56] 然后你把所有的每一帧它是循环播放的
[01:11:58] 你把每一帧都拍到
[01:12:00] 你就把这里的数据给偷走了
[01:12:03] 所以我用完全合法的方式
[01:12:05] 注意这是excel
[01:12:06] excel是合法的
[01:12:07] 然后我用了所有的东西都是公式
[01:12:09] 大家可以看一下
[01:12:10] 公式在这里
[01:12:17] 全部都是excel的
[01:12:19] 就是就是excel的公式
[01:12:21] 那都是都是合法的excel公式
[01:12:24] 而且是2019以前之前excel都兼容的公式
[01:12:27] 然后把这个二维码图出来
[01:12:29] 这这个是是没没什么
[01:12:30] 就是一个就是一个例子
[01:12:32] 然后你作为这个cs professional
[01:12:35] 你可以用这个方式偷数据出来
[01:12:38] 你也可以
[01:12:39] 如果如果能在那个机器里面装EXE的话
[01:12:42] 当然一般是不行的
[01:12:44] 你可以用抖鼠标的方式
[01:12:46] 你可以在上下维度抖鼠标
[01:12:48] 就是零
[01:12:49] 左右维度抖鼠标就是一
[01:12:51] 然后你就一个远程桌面连进去
[01:12:53] 然后你就可以可以往里面传输数据
[01:12:55] 然后你用二维码的动画就可以往外面送数据
[01:12:59] 这样你只要有一个远程桌面
[01:13:00] 你就可以在那里面做一个虚拟网卡
[01:13:03] 你可以把远程桌面变成虚拟网卡
[01:13:05] 然后你就可以和他连起来
[01:13:07] 然后你是computer science的学生
[01:13:08] 你知道你上过操作系统
[01:13:10] 上过计算机网络
[01:13:11] 你知道这里面需要的组件是什么
[01:13:13] 你就可以把它web coding出来
[01:13:15] 这这是一个呃就a AI agent
[01:13:20] 可以可以可以可以做到可以做到好
[01:13:25] 所以啊
[01:13:28] 当当就是个有意思的例子
[01:13:29] 我我刚才我这excel是用是用AI生成的
[01:13:33] AI生成的生成的
[01:13:34] 你你的想象力限制了你能做什么
[01:13:38] 就这个
[01:13:39] 我我们总结一下
[01:13:41] 我们作为一般人
[01:13:42] 一般人可以啊学习
[01:13:45] 看书
[01:13:47] 可以做总结
[01:13:48] 然后可以实现一个这样的信息处理的闭环
[01:13:53] 还可以操作
[01:13:55] 用computer use
[01:13:55] Browser use
[01:13:56] 去做任何你平时日常里面做的做的事情
[01:14:00] 同时因为everything is cold
[01:14:03] 我可以用AI生成你能看到的所有的东西
[01:14:07] 视频论文东西我们在做
[01:14:13] 我我在和一个同学做一个叫WIFI的项目
[01:14:15] 用一个自然语言
[01:14:16] 我3D打印机可以打印一个东西出来
[01:14:19] 这个东西也是扣的
[01:14:21] 也是Python代码
[01:14:22] 生成是Python代码
[01:14:23] 所以能够实现这个从B到ATEMS
[01:14:26] 这个未来已经来了
[01:14:29] 我们看到他只会AI的能力只会变强
[01:14:32] 不会变弱
[01:14:33] 那么下一个问题就是他什么时候来
[01:14:35] 以及我们应该怎么面对它好
[01:14:40] 那关于面对
[01:14:41] 我们就可以进入这个生成式软件工程
[01:14:44] 最重要的内容了是吧
[01:14:47] 刚才我们就进建建建立了一个思路
[01:14:52] 我三观尽毁了
[01:14:54] 时时代的车轮来了
[01:14:56] 我已经被压在车车底下了
[01:14:59] 不着急
[01:15:00] AI也不是完全完美的
[01:15:03] 在LM之前的时代
[01:15:05] 就有一个老梗说哎呀idea都有了
[01:15:07] 我们是商学院的
[01:15:08] 这个你不知道你们商学院的同学
[01:15:10] 有没有跟你们说过
[01:15:10] 这个矮idea都有了
[01:15:12] 就差一个程序员了
[01:15:13] 我们去挣一个亿吧
[01:15:14] 然后ABCD轮也都有了
[01:15:16] 就差一个天使投资人了
[01:15:17] 没有人投资投资我们呃没有那么简单
[01:15:21] 就是AI首先AI很强
[01:15:23] 我我展示了AI可以做什么
[01:15:24] 但是产品是一个系统性的工程
[01:15:28] 你你你如果要做一个呃什么外卖
[01:15:33] 就是你想做一个什么外卖网站
[01:15:35] 你要做前端后端交互运营
[01:15:37] 整个流程上面任何一个环节做不好
[01:15:41] 产品都是直接暴毙的
[01:15:42] 虽然AI都可以做每一个
[01:15:45] AI学AI也能设计
[01:15:46] 前端也能做后端也能交互
[01:15:48] 也能运营
[01:15:49] 他看过世界上所有的书
[01:15:51] 他什么都知道
[01:15:52] 但是如果你组织的不好
[01:15:56] 直接也是立即立即就暴毙
[01:15:59] 实际上实际上这个
[01:16:03] 呃我的qr正点一下
[01:16:06] 我做了一个实验
[01:16:08] 让AI去做
[01:16:09] AI生成了完全不可维护的代码
[01:16:11] 我马上就会讲到这个软件工程内容
[01:16:13] 然后一号点NG优点一点CN难用吗
[01:16:17] 然后吧始终使
[01:16:19] 然后每年学校都会花巨额的钱
[01:16:23] 让这个公司维护这份代码
[01:16:26] 就是因为它要添一个功能
[01:16:27] 打个比方
[01:16:28] 我因为因为我在用这个browser use的时候
[01:16:31] 我还稍微hack了一下这个呃系统
[01:16:34] 我发现有些隐藏的字段
[01:16:37] 比如说呃你能够看到一个学生的校区
[01:16:41] 在之在苏州校区建成之前
[01:16:44] 这个系统里面是不需要这个字段的
[01:16:46] 然后为了兼容这个苏州校区
[01:16:48] 你们写过软件的人都知道你们
[01:16:51] 你们在设计需求设计的时候
[01:16:53] 你没有想到学校竟然还有校区这个东西
[01:16:56] 数据库里就没有这个东西
[01:16:58] 然后突然有一天你的产品经理说
[01:17:00] 哎呀我们两个校区选课要分开的时候
[01:17:06] 当然你你你现在是没问题
[01:17:08] 就是因为你是产品经理
[01:17:09] 就是跟AI说好
[01:17:11] 呃哎
[01:17:11] 现在你你原来系统是可以用了
[01:17:13] 我现在多了一个校区
[01:17:14] 苏州校区
[01:17:15] 我要我要把校区分开
[01:17:16] 然后人家就开始写代码
[01:17:17] 但是但是
[01:17:23] 还是很容易失败的
[01:17:24] 这就是非常典型的软件工程的失败
[01:17:26] 所以我可以讲一下刚才那个QRJ的暴毙
[01:17:29] 他这AI是怎么暴毙的
[01:17:30] 它是一个非常明确的需求
[01:17:32] 我要一个qr code点HL
[01:17:33] 然后我只是使用这个excel2019兼容的公式
[01:17:36] 把输入的任意一个字符串
[01:17:39] 然后转成qr q动画
[01:17:41] 每帧是什么什么什么什么
[01:17:43] 当然我为了呃我我开始让AI做的时候
[01:17:47] 还发现这个任务经常他做出就停下来问我
[01:17:50] 然后我说不要这个很容易失败
[01:17:52] 然后你你不要问我了
[01:17:53] 必须把它做成
[01:17:55] 做成为止
[01:17:56] 但是很遗憾AI对这个需求的理解是不到位的
[01:18:02] 就我说清楚了
[01:18:03] 就确实我就是要做这个东西
[01:18:07] 但是这是GPT-5.6
[01:18:11] G p t5.6
[01:18:12] 依然误解了我到底要一个什么东西
[01:18:16] GPU5.2说说的对
[01:18:18] 就因为他看到了我的完整的slides
[01:18:21] 但我没有告诉他我是怎么做的
[01:18:22] 所以他认为AI哪里容易犯错呢
[01:18:26] AI容易在小corner case上犯错
[01:18:29] GP5.6第一秒钟就被带歪了
[01:18:32] 他希望做一个对于任意的S都满足
[01:18:35] 正确性的东西
[01:18:37] 这就已经错了
[01:18:38] 不是的
[01:18:39] 软件工程的第一步不要扩大
[01:18:43] 做最简单的东西不会失败
[01:18:46] 他没有理解理解这一点
[01:18:49] 事实上是这样的
[01:18:51] 我我后来做了一个受控的实验
[01:18:53] 因为第一个版本是我带着AI做的web coding做的
[01:18:55] 所以做的还比较顺利
[01:18:57] 然后后来我就直接把这个specification就这个告诉AI
[01:19:00] 然后AI gm5.3第一次思考了25分钟
[01:19:06] 然后开始疯狂的输出
[01:19:07] 写了四超过32K的oppo token
[01:19:11] 然后直接我的color code就干爆了
[01:19:12] 他说你你直接就说我已经
[01:19:14] 你已经超过了默认的output的限制了
[01:19:17] 然后被截断了
[01:19:17] 然后然后他再再跑
[01:19:19] 总共跑了我我没有监管
[01:19:21] 跑了六个小时才跑完
[01:19:22] 但是对的
[01:19:23] 所以质朴他一直说他他自己厉害的地方是
[01:19:26] 他可以做龙葵艾泽的任务
[01:19:27] 是对的
[01:19:28] 他他就是后勤连线人
[01:19:30] 那个5.3在这个龙华ERROM上
[01:19:32] 真的做的做的很好
[01:19:34] 然后deep sk v4pro也是晚上放着跑的
[01:19:37] 他已经没有办法遵循指令了
[01:19:39] 我第二天早上
[01:19:40] 因为我晚上在跑嘛
[01:19:42] 我第二天早上看的时候
[01:19:45] 是硬编码的
[01:19:49] 这这明显就不符合这个指令嘛
[01:19:52] 把一个输入的任意字符串先用64编码
[01:19:55] 这肯定是
[01:19:58] 正常人的理解应该是
[01:19:59] 贝斯60秒是用excel公式来来编码
[01:20:02] 他已经不听指令了
[01:20:03] 他是用Python算了一个base6斯贴到那个公式框里
[01:20:06] 如果我的那个字符串改了
[01:20:07] 它的贝斯六斯是不会改的
[01:20:09] 然后我然后我就骂他了
[01:20:11] 我骂完以后
[01:20:12] 他那个channel少女就说
[01:20:13] This is a pental design flame to rethink u
[01:20:18] 不管怎么样
[01:20:19] 就是他们两个最终都完成了任务
[01:20:21] 所以agent ent完成任务能力很强
[01:20:23] 但他们生成的都是没有办法继续维护
[01:20:27] 下面下来的AIAI系统
[01:20:29] 他和一号点N
[01:20:30] 99.16CN的死法是完全一样的
[01:20:32] 就是软件工程里面最经典的死法上来
[01:20:35] 我知道需求了
[01:20:36] 我把这个需求实现了就就就好了
[01:20:39] 直接就陷入了维护的泥潭
[01:20:41] 他们没有想一个好的软件的架构
[01:20:43] 使得这个软件能够
[01:20:45] 有有有一个比较呃夸张的说法
[01:20:50] 说我们能不能做一个软件生存100年
[01:20:52] 几百年这100年时间里面
[01:20:54] 软件会发生很大的变化
[01:20:55] 这个你想过去的没有
[01:20:57] 100年50年操作系统发生了什么样的变化
[01:21:00] 图形界面发生了什么样的变化
[01:21:01] 叫用户界面
[01:21:02] 应用程序发生了什么样的变化
[01:21:04] 有没有一个软件能生存100年
